Название,Категория,UPC (Айди),Описание,Рейтинг,Тип продукта,Цена без налога,Цена с налогом:,Налог,Наличие,Кол-во отзывов,Картинка,Ссылка
World Without End (The Pillars of the Earth #2),Historical Fiction,2e5b4ff08a75fd02,"Eighteen years after the publication of The Pillars of the Earth, Ken Follett has written the the long awaited sequel, World Without End. World Without End takes place in the same town of Kingsbridge, two centuries after the townspeople finished building the exquisite Gothic cathedral that was at the heart of The Pillars of the Earth. The cathedral and the priory are agai Eighteen years after the publication of The Pillars of the Earth, Ken Follett has written the the long awaited sequel, World Without End. World Without End takes place in the same town of Kingsbridge, two centuries after the townspeople finished building the exquisite Gothic cathedral that was at the heart of The Pillars of the Earth. The cathedral and the priory are again at the center of a web of love and hate, greed and pride, ambition and revenge, but this sequel stands on its own. This time, the men and women among an extraordinary cast of characters find themselves at a crossroad of new ideas -- about medicine, commerce, architecture, and justice. In a world where proponents of the old ways fiercely battle those with progressive minds, the intrigue and tension quickly reach a boiling point against the devastating backdrop of the greatest natural disaster ever to strike the human race: the Black Death. ...more",4,Books,£32.97,£32.97,£0.00,In stock (5 available),0,https://books.toscrape.com/media/cache/58/b5/58b5730dd82cbcf6560cf0ab8b56cd9f.jpg,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,e75f3ae1da1cc652,"Will Grayson meets Will Grayson. One cold night, in a most unlikely corner of Chicago, two strangers are about to cross paths. From that moment on, their world will collide and lives intertwine.It's not that far from Evanston to Naperville, but Chicago suburbanites Will Grayson and Will Grayson might as well live on different planets. When fate delivers them both to the sa Will Grayson meets Will Grayson. One cold night, in a most unlikely corner of Chicago, two strangers are about to cross paths. From that moment on, their world will collide and lives intertwine.It's not that far from Evanston to Naperville, but Chicago suburbanites Will Grayson and Will Grayson might as well live on different planets. When fate delivers them both to the same surprising crossroads, the Will Graysons find their lives overlapping and hurtling in new and unexpected directions. With a push from friends new and old - including the massive, and massively fabulous, Tiny Cooper, offensive lineman and musical theater auteur extraordinaire - Will and Will begin building toward respective romantic turns-of-heart and the epic production of history's most awesome high school musical. ...more",4,Books,£47.31,£47.31,£0.00,In stock (5 available),0,https://books.toscrape.com/media/cache/b9/e6/b9e66a23fe4b95c426409bad86058152.jpg,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,759ee7d059b1beb8,"Incisive commentary on the financial meltdown and its aftermath, from the author of the bestselling global phenomenonCapital in the Twenty-First Century Thomas Piketty's work has proved that unfettered markets lead to increasing inequality. Without meaningful regulation, capitalist economies will concentrate wealth in an ever smaller number of hands. Armed with this knowle Incisive commentary on the financial meltdown and its aftermath, from the author of the bestselling global phenomenon Capital in the Twenty-First Century Thomas Piketty's work has proved that unfettered markets lead to increasing inequality. Without meaningful regulation, capitalist economies will concentrate wealth in an ever smaller number of hands. Armed with this knowledge, democratic societies face a defining challenge: fending off a new aristocracy. For years, Piketty has wrestled with this problem in his monthly newspaper column, which pierces the surface of current events to reveal the economic forces underneath. Why Save the Bankers? brings together selected columns, now translated and annotated, from the period book-ended by the September 2008 collapse of Lehman Brothers and the Paris attacks of November 2015. In between, writing from the vantage point of his native France, Piketty brilliantly decodes the European sovereign debt crisis, an urgent struggle against the tyranny of markets that bears lessons for the world at large. And along the way, he weighs in on oligarchy in the United States, wonders whether debts actually need to be paid back, and discovers surprising lessons about inequality by examining the career of Steve Jobs. Coursing with insight and flashes of wit, these brief essays offer a view of recent history through the eyes of one of the most influential economic thinkers of our time. ...more",2,Books,£48.67,£48.67,£0.00,In stock (5 available),0,https://books.toscrape.com/media/cache/be/98/be98641184d97b2fad1bc6c90c571b80.jpg,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
Where She Went (If I Stay #2),Young Adult,60369d96b7b80869,"It's been three years since the devastating accident . . . three years since Mia walked out of Adam's life forever.Now living on opposite coasts, Mia is Juilliard's rising star and Adam is LA tabloid fodder, thanks to his new rock star status and celebrity girlfriend. When Adam gets stuck in New York by himself, chance brings the couple together again, for one last night. It's been three years since the devastating accident . . . three years since Mia walked out of Adam's life forever.Now living on opposite coasts, Mia is Juilliard's rising star and Adam is LA tabloid fodder, thanks to his new rock star status and celebrity girlfriend. When Adam gets stuck in New York by himself, chance brings the couple together again, for one last night. As they explore the city that has become Mia's home, Adam and Mia revisit the past and open their hearts to the future - and each other.Told from Adam's point of view in the spare, lyrical prose that defined If I Stay, Where She Went explores the devastation of grief, the promise of new hope, and the flame of rekindled romance. ...more",4,Books,£41.73,£41.73,£0.00,In stock (5 available),0,https://books.toscrape.com/media/cache/0c/f9/0cf93861d70a35c3d8deaa265a630e35.jpg,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,163d89116179c33f,"Randall Munroe left NASA in 2005 to start up his hugely popular site XKCD 'a web comic of romance, sarcasm, math and language' which offers a witty take on the world of science and geeks. It now has 600,000 to a million page hits daily. Every now and then, Munroe would get emails asking him to arbitrate a science debate. 'My friend and I were arguing about what would happe Randall Munroe left NASA in 2005 to start up his hugely popular site XKCD 'a web comic of romance, sarcasm, math and language' which offers a witty take on the world of science and geeks. It now has 600,000 to a million page hits daily. Every now and then, Munroe would get emails asking him to arbitrate a science debate. 'My friend and I were arguing about what would happen if a bullet got struck by lightning, and we agreed that you should resolve it . . . ' He liked these questions so much that he started up What If. If your cells suddenly lost the power to divide, how long would you survive? How dangerous is it, really, to be in a swimming pool in a thunderstorm? If we hooked turbines to people exercising in gyms, how much power could we produce? What if everyone only had one soulmate?When (if ever) did the sun go down on the British empire? How fast can you hit a speed bump while driving and live?What would happen if the moon went away?In pursuit of answers, Munroe runs computer simulations, pores over stacks of declassified military research memos, solves differential equations, and consults with nuclear reactor operators. His responses are masterpieces of clarity and hilarity, studded with memorable cartoons and infographics. They often predict the complete annihilation of humankind, or at least a really big explosion. Far more than a book for geeks, WHAT IF: Serious Scientific Answers to Absurd Hypothetical Questions explains the laws of science in operation in a way that every intelligent reader will enjoy and feel much the smarter for having read. ...more",4,Books,£53.68,£53.68,£0.00,In stock (5 available),0,https://books.toscrape.com/media/cache/1f/5a/1f5a1bea2bd3e38dc105a7fe33a08826.jpg,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
Two Summers,Young Adult,3a7d54a264d9f33e,"ONE SUMMER in the French countryside, among sun-kissed fields of lavender . . . ANOTHER SUMMER in upstate New York, along familiar roads that lead to surprises . . . When Summer Everett makes a split-second decision, her summer divides into two parallel worlds. In one, she travels to France, where she’s dreamed of going: a land of chocolate croissants, handsome boys, and a ONE SUMMER in the French countryside, among sun-kissed fields of lavender . . . ANOTHER SUMMER in upstate New York, along familiar roads that lead to surprises . . . When Summer Everett makes a split-second decision, her summer divides into two parallel worlds. In one, she travels to France, where she’s dreamed of going: a land of chocolate croissants, handsome boys, and art museums. In the other, she remains home, in her ordinary suburb, where she expects her ordinary life to continue — but nothing is as it seems.In both summers, she will fall in love and discover new sides of herself. What may break her, though, is a terrible family secret, one she can't hide from anywhere. In the end, it may just be the truth she needs the most.From New York Times bestselling author Aimee Friedman comes an irresistible, inventive novel that takes readers around the world and back again, and asks us what matters more: the journey or the destination. ...more",1,Books,£14.64,£14.64,£0.00,In stock (5 available),0,https://books.toscrape.com/media/cache/cd/1a/cd1ab47070ea1662d4917d7ad483ed53.jpg,https://books.toscrape.com/catalogue/two-summers_415/index.html
This Is Your Brain on Music: The Science of a Human Obsession,Music,bc209a900101f28d,"Whether you load your iPod with Bach or Bono, music has a significant role in your life—even if you never realized it. Why does music evoke such powerful moods? The answers are at last be- coming clear, thanks to revolutionary neuroscience and the emerging field of evolutionary psychology. Both a cutting-edge study and a tribute to the beauty of music itself, This Is Your Whether you load your iPod with Bach or Bono, music has a significant role in your life—even if you never realized it. Why does music evoke such powerful moods? The answers are at last be- coming clear, thanks to revolutionary neuroscience and the emerging field of evolutionary psychology. Both a cutting-edge study and a tribute to the beauty of music itself, This Is Your Brain on Music unravels a host of mysteries that affect everything from pop culture to our understanding of human nature, including: • Are our musical preferences shaped in utero? • Is there a cutoff point for acquiring new tastes in music? • What do PET scans and MRIs reveal about the brain’s response to music? • Is musical pleasure different from other kinds of pleasure?This Is Your Brain on Music explores cultures in which singing is considered an essential human function, patients who have a rare disorder that prevents them from making sense of music, and scientists studying why two people may not have the same definition of pitch. At every turn, this provocative work unlocks deep secrets about how nature and nurture forge a uniquely human obsession. ...more",1,Books,£38.40,£38.40,£0.00,In stock (5 available),0,https://books.toscrape.com/media/cache/d8/d3/d8d3a16113069ccde25da34483a583fb.jpg,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
The Secret Garden,Classics,abbb492978ff656d,"When orphaned Mary Lennox comes to live at her uncle's great house on the Yorkshire Moors, she finds it full of secrets. The mansion has nearly one hundred rooms, and her uncle keeps himself locked up. And at night, she hears the sound of crying down one of the long corridors.The gardens surrounding the large property are Mary's only escape. Then, Mary discovers a secret g When orphaned Mary Lennox comes to live at her uncle's great house on the Yorkshire Moors, she finds it full of secrets. The mansion has nearly one hundred rooms, and her uncle keeps himself locked up. And at night, she hears the sound of crying down one of the long corridors.The gardens surrounding the large property are Mary's only escape. Then, Mary discovers a secret garden, surrounded by walls and locked with a missing key. One day, with the help of two unexpected companions, she discovers a way in. Is everything in the garden dead, or can Mary bring it back to life? ...more",4,Books,£15.08,£15.08,£0.00,In stock (5 available),0,https://books.toscrape.com/media/cache/f1/78/f17805e88aed31aae352ab250b2a379d.jpg,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html
The Raven King (The Raven Cycle #4),Add a comment,2e4fc5eacceec12c,"Nothing living is safe. Nothing dead is to be trusted.For years, Gansey has been on a quest to find a lost king. One by one, he’s drawn others into this quest: Ronan, who steals from dreams; Adam, whose life is no longer his own; Noah, whose life is no longer a lie; and Blue, who loves Gansey…and is certain she is destined to kill him.Now the endgame has begun. Dreams and Nothing living is safe. Nothing dead is to be trusted.For years, Gansey has been on a quest to find a lost king. One by one, he’s drawn others into this quest: Ronan, who steals from dreams; Adam, whose life is no longer his own; Noah, whose life is no longer a lie; and Blue, who loves Gansey…and is certain she is destined to kill him.Now the endgame has begun. Dreams and nightmares are converging. Love and loss are inseparable. And the quest refuses to be pinned to a path. ...more",2,Books,£30.57,£30.57,£0.00,In stock (5 available),0,https://books.toscrape.com/media/cache/2f/7f/2f7f108c7b56c6adac8510eb43ff4f79.jpg,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
The Raven Boys (The Raven Cycle #1),Fantasy,e0b3a679b83caccc,"Every year, Blue Sargent stands next to her clairvoyant mother as the soon-to-be dead walk past. Blue never sees them--until this year, when a boy emerges from the dark and speaks to her.His name is Gansey, a rich student at Aglionby, the local private school. Blue has a policy of staying away from Aglionby boys. Known as Raven Boys, they can only mean trouble.But Blue is Every year, Blue Sargent stands next to her clairvoyant mother as the soon-to-be dead walk past. Blue never sees them--until this year, when a boy emerges from the dark and speaks to her.His name is Gansey, a rich student at Aglionby, the local private school. Blue has a policy of staying away from Aglionby boys. Known as Raven Boys, they can only mean trouble.But Blue is drawn to Gansey, in a way she can't entirely explain. He is on a quest that has encompassed three other Raven Boys: Adam, the scholarship student who resents the privilege around him; Ronan, the fierce soul whose emotions range from anger to despair; and Noah, the taciturn watcher who notices many things but says very little.For as long as she can remember, Blue has been warned that she will cause her true love to die. She doesn't believe in true love, and never thought this would be a problem. But as her life becomes caught up in the strange and sinister world of the Raven Boys, she's not so sure anymore. ...more",4,Books,£57.74,£57.74,£0.00,In stock (5 available),0,https://books.toscrape.com/media/cache/68/b0/68b05bbf33c6b8e2914f35ad14a0d2d8.jpg,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html
