Название,Категория,UPC (Айди),Описание,Рейтинг,Тип продукта,Цена без налога,Цена с налогом:,Налог,Наличие,Кол-во отзывов,Картинка,Ссылка
The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,14e44163678e24dc,"As the Titanic and her passengers sank slowly into the Atlantic Ocean after striking an iceberg late in the evening of April 14, 1912, a nearby ship looked on. Second Officer Herbert Stone, in charge of the midnight watch on the SS Californian sitting idly a few miles north, saw the distress rockets that the Titanic fired. He alerted the captain, Stanley Lord, who was slee As the Titanic and her passengers sank slowly into the Atlantic Ocean after striking an iceberg late in the evening of April 14, 1912, a nearby ship looked on. Second Officer Herbert Stone, in charge of the midnight watch on the SS Californian sitting idly a few miles north, saw the distress rockets that the Titanic fired. He alerted the captain, Stanley Lord, who was sleeping in the chartroom below, but Lord did not come to the bridge. Eight rockets were fired during the dark hours of the midnight watch, and eight rockets were ignored. The next morning, the Titanic was at the bottom of the sea and more than 1,500 people were dead. When they learned of the extent of the tragedy, Lord and Stone did everything they could to hide their role in the disaster, but pursued by newspapermen, lawyers, and political leaders in America and England, their terrible secret was eventually revealed. The Midnight Watch is a fictional telling of what may have occurred that night on the SS Californian, and the resulting desperation of Officer Stone and Captain Lord in the aftermath of their inaction.Told not only from the perspective of the SS Californian crew, but also through the eyes of a family of third-class passengers who perished in the disaster, the narrative is drawn together by Steadman, a tenacious Boston journalist who does not rest until the truth is found. The Midnight Watch is a powerful and dramatic debut novel--the result of many years of research in Liverpool, London, New York, and Boston, and informed by the author's own experiences as a ship's officer and a lawyer. ...more",1,Books,£26.20,£26.20,£0.00,In stock (12 available),0,https://books.toscrape.com/media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
The Lonely City: Adventures in the Art of Being Alone,Nonfiction,582a21a1dbbef3cf,"An expertly crafted work of reportage, memoir and biography on the subject of loneliness told through the lives of iconic artists, by the acclaimed author of The Trip to Echo Spring What does it mean to be lonely? How do we live, if we're not intimately engaged with another human being? How do we connect with other people? Does technology draw us closer together or trap us An expertly crafted work of reportage, memoir and biography on the subject of loneliness told through the lives of iconic artists, by the acclaimed author of The Trip to Echo Spring What does it mean to be lonely? How do we live, if we're not intimately engaged with another human being? How do we connect with other people? Does technology draw us closer together or trap us behind screens?When Olivia Laing moved to New York City in her mid-thirties, she found herself inhabiting loneliness on a daily basis. Increasingly fascinated by this most shameful of experiences, she began to explore the lonely city by way of art. Moving fluidly between works and lives - from Edward Hopper's Nighthawks to Andy Warhol's Time Capsules, from Henry Darger's hoarding to the depredations of the AIDS crisis - Laing conducts an electric, dazzling investigation into what it means to be alone, illuminating not only the causes of loneliness but also how it might be resisted and redeemed.Humane, provocative and deeply moving, The Lonely City is about the spaces between people and the things that draw them together, about sexuality, mortality and the magical possibilities of art. It's a celebration of a strange and lovely state, adrift from the larger continent of human experience, but intrinsic to the very act of being alive. ...more",2,Books,£33.26,£33.26,£0.00,In stock (12 available),0,https://books.toscrape.com/media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,3063c7e95d0bf76f,"A ""gray rhino"" is a highly probable, high impact yet neglected threat: kin to both the elephant in the room and the improbable and unforeseeable black swan. Gray rhinos are not random surprises, but occur after a series of warnings and visible evidence. The bursting of the housing bubble in 2008, the devastating aftermath of Hurricane Katrina and other natural disasters, t A ""gray rhino"" is a highly probable, high impact yet neglected threat: kin to both the elephant in the room and the improbable and unforeseeable black swan. Gray rhinos are not random surprises, but occur after a series of warnings and visible evidence. The bursting of the housing bubble in 2008, the devastating aftermath of Hurricane Katrina and other natural disasters, the new digital technologies that upended the media world, the fall of the Soviet Union...all were evident well in advance.Why do leaders and decision makers keep failing to address obvious dangers before they spiral out of control? Drawing on her extensive background in policy formation and crisis management, as well as in-depth interviews with leaders from around the world, Michele Wucker shows in The Gray Rhino how to recognize and strategically counter looming high impact threats. Filled with persuasive stories, real-world examples, and practical advice, The Gray Rhino is essential reading for managers, investors, planners, policy makers, and anyone who wants to understand how to profit by avoiding getting trampled. ...more",4,Books,£59.15,£59.15,£0.00,In stock (12 available),0,https://books.toscrape.com/media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
The Golden Condom: And Other Essays on Love Lost and Found,Psychology,235fa48eeed11d82,"Dr. Jeanne Safer has dedicated much of her decades' long career in psychotherapy to exploring taboo subjects that we all think about in private but seldom discuss in public. From conflicted sibling relationships to the choice not to have children, Safer's work has always been unflinching in its aim to dive deep into topics that make most of us blush, but which are present Dr. Jeanne Safer has dedicated much of her decades' long career in psychotherapy to exploring taboo subjects that we all think about in private but seldom discuss in public. From conflicted sibling relationships to the choice not to have children, Safer's work has always been unflinching in its aim to dive deep into topics that make most of us blush, but which are present in all of our lives. In The Golden Condom, Safer turns her sharp and fearless eye to a subject perhaps more universal than any other-love in all its permutations.In The Golden Condom Safer interweaves her own experiences with those of a variety of memorable people, including her patients, telling a series of tales that investigate relationships--both healthy and toxic--that most of us don't escape life without experiencing at least once, including traumatic friendships, love after loss, unrequited or obsessional love and more. Never prescriptive and always entertaining, these stories will demolish any suspicion you might have that you're alone in navigating a turbulent romantic life, and will inspire you with the range of possibilities that exist to find love, however unconventional, and at any age. ...more",1,Books,£39.43,£39.43,£0.00,In stock (12 available),0,https://books.toscrape.com/media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
The Epidemic (The Program 0.6),Young Adult,f732d7d18a91d2ba,"Can one girl help others find closure by slipping into the identities of their loved ones? Find out in this riveting sequel to The Remedy and companion to the New York Times bestselling The Treatment and The Program.In a world before The Program…Quinlan McKee has spent her life acting as other people. She was a closer—a person hired to play the role of the recently decease Can one girl help others find closure by slipping into the identities of their loved ones? Find out in this riveting sequel to The Remedy and companion to the New York Times bestselling The Treatment and The Program.In a world before The Program…Quinlan McKee has spent her life acting as other people. She was a closer—a person hired to play the role of the recently deceased in order to give their families closure. Through this process, Quinn learned to read people and situations, even losing a bit of herself to do so. But she couldn’t have guessed how her last case would bring down her entire world.The only person Quinn trusts is Deacon, her best friend and the love of her life. Except Deacon’s been keeping secrets of his one, so Quinn must set out alone to find Arthur Pritchard, the doctor who’s been trying to control her life. The journey brings Quinn to Arthur’s daughter, Virginia, who tells Quinn the truth about Pritchard’s motives. The former closer will start to see that she is the first step in fighting an epidemic.But Quinlan doesn’t want to be a cure. And with all the lies surrounding her, she realizes she has no one left to rely on but herself—even if she doesn’t know who that is anymore. ...more",5,Books,£14.44,£14.44,£0.00,In stock (12 available),0,https://books.toscrape.com/media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
The Dinner Party,Fiction,c6ca293d4810e0d5,"This Passover Seder is not just any Passover Seder. Yes, there will be a quick service and then a festive meal afterwards, but this night is different from all other nights. This will be the night the Golds of Greenwich meet the Rothschilds of New York City.The Rothschilds are the stuff of legends. They control banks, own vineyards in Napa, diamond mines in Africa, and eve This Passover Seder is not just any Passover Seder. Yes, there will be a quick service and then a festive meal afterwards, but this night is different from all other nights. This will be the night the Golds of Greenwich meet the Rothschilds of New York City.The Rothschilds are the stuff of legends. They control banks, own vineyards in Napa, diamond mines in Africa, and even an organic farm somewhere in the Midwest that produces the most popular Romaine lettuce consumed in this country. And now, Sylvia Gold's daughter is dating one of them.When Sylvia finds out that her youngest of three is going to bring her new boyfriend to the Seder, she's giddy. When she finds out that his parents are coming, too, she darn near faints. Making a good impression is all she thinks about. Well, almost. She still has to consider her other daughter, Sarah, who'll be coming with her less than appropriate beau and his overly dramatic Italian mother. But the drama won't stop there. Because despite the food and the wine, despite the new linen and the fresh flowers, the holidays are about family. Long forgotten memories come to the surface. Old grievances play out. And Sylvia Gold has to learn how to let her family go. ...more",2,Books,£56.54,£56.54,£0.00,In stock (12 available),0,https://books.toscrape.com/media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
The Diary of a Young Girl,Nonfiction,54fc03f1e1d355db,"Discovered in the attic in which she spent the last years of her life, Anne Frank's remarkable diary has since become a world classic—a powerful reminder of the horrors of war and an eloquent testament to the human spirit.In 1942, with Nazis occupying Holland, a thirteen-year-old Jewish girl and her family fled their home in Amsterdam and went into hiding. For the next two Discovered in the attic in which she spent the last years of her life, Anne Frank's remarkable diary has since become a world classic—a powerful reminder of the horrors of war and an eloquent testament to the human spirit.In 1942, with Nazis occupying Holland, a thirteen-year-old Jewish girl and her family fled their home in Amsterdam and went into hiding. For the next two years, until their whereabouts were betrayed to the Gestapo, they and another family lived cloistered in the ""Secret Annexe"" of an old office building. Cut off from the outside world, they faced hunger, boredom, the constant cruelties of living in confined quarters, and the ever-present threat of discovery and death.In her diary Anne Frank recorded vivid impressions of her experiences during this period. By turns thoughtful, moving, and amusing, her account offers a fascinating commentary on human courage and frailty and a compelling self-portrait of a sensitive and spirited young woman whose promise was tragically cut short. ...more",3,Books,£59.90,£59.90,£0.00,In stock (12 available),0,https://books.toscrape.com/media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
The Children,Add a comment,64fd010bf8d15096,"From New York Times bestselling author Ann Leary comes the captivating story of a wealthy, but unconventional New England family, told from the perspective of a reclusive 29-year-old who has a secret (and famous) life on the Internet.Charlotte Maynard rarely leaves her mother’s home, the sprawling Connecticut lake house that belonged to her late stepfather, Whit Whitman, a From New York Times bestselling author Ann Leary comes the captivating story of a wealthy, but unconventional New England family, told from the perspective of a reclusive 29-year-old who has a secret (and famous) life on the Internet.Charlotte Maynard rarely leaves her mother’s home, the sprawling Connecticut lake house that belonged to her late stepfather, Whit Whitman, and the generations of Whitmans before him. While Charlotte and her sister, Sally, grew up at “Lakeside,” their stepbrothers, Spin and Perry, were welcomed as weekend guests. Now the grown boys own the estate, which Joan occupies by their grace—and a provision in the family trust. When Spin, the youngest and favorite of all the children, brings his fiancé home for the summer, the entire family is intrigued. The beautiful and accomplished Laurel Atwood breathes new life into this often comically rarefied world. But as the wedding draws near, and flaws surface in the family’s polite veneer, an array of simmering resentments and unfortunate truths is exposed.With remarkable wit and insight, Ann Leary pulls back the curtain on one blended family, as they are forced to grapple with the assets and liabilities – both material and psychological – left behind by their wonderfully flawed patriarch. ...more",3,Books,£11.88,£11.88,£0.00,In stock (12 available),0,https://books.toscrape.com/media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg,https://books.toscrape.com/catalogue/the-children_633/index.html
Stars Above (The Lunar Chronicles #4.5),Young Adult,b63ea3f7a57ae099,"The enchantment continues....The universe of the Lunar Chronicles holds stories—and secrets—that are wondrous, vicious, and romantic. How did Cinder first arrive in New Beijing? How did the brooding soldier Wolf transform from young man to killer? When did Princess Winter and the palace guard Jacin realize their destinies?With nine stories—five of which have never before b The enchantment continues....The universe of the Lunar Chronicles holds stories—and secrets—that are wondrous, vicious, and romantic. How did Cinder first arrive in New Beijing? How did the brooding soldier Wolf transform from young man to killer? When did Princess Winter and the palace guard Jacin realize their destinies?With nine stories—five of which have never before been published—and an exclusive never-before-seen excerpt from Marissa Meyer’s upcoming novel, Heartless, about the Queen of Hearts from Alice in Wonderland, Stars Above is essential for fans of the bestselling and beloved Lunar Chronicles.--The Little Android: A retelling of Hans Christian Andersen’s “The Little Mermaid,” set in the world of The Lunar Chronicles.Glitches: In this prequel to Cinder, we see the results of the plague play out, and the emotional toll it takes on Cinder. Something that may, or may not, be a glitch….The Queen’s Army: In this prequel to Scarlet, we’re introduced to the army Queen Levana is building, and one soldier in particular who will do anything to keep from becoming the monster they want him to be.Carswell’s Guide to Being Lucky: Thirteen-year-old Carswell Thorne has big plans involving a Rampion spaceship and a no-return trip out of Los Angeles.The Keeper: A prequel to the Lunar Chronicles, showing a young Scarlet and how Princess Selene came into the care of Michelle Benoit.After Sunshine Passes By: In this prequel to Cress, we see how a nine-year-old Cress ended up alone on a satellite, spying on Earth for Luna.The Princess and the Guard: In this prequel to Winter, we see a game called The PrincessThe Mechanic: In this prequel to Cinder, we see Kai and Cinder’s first meeting from Kai’s perspective.Something Old, Something New: In this epilogue to Winter, friends gather for the wedding of the century... ...more",2,Books,£48.05,£48.05,£0.00,In stock (12 available),0,https://books.toscrape.com/media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,f40fea200e0c644f,"Snatched is the electric tale, by the New York Times bestselling author of Blow, Bruce Porter, that tells the true story of a woman caught between two worlds, with her life dangling in the balance.Raised an aristocrat in Colombia and educated in European schools, Pilar transfixes everyone with her charm and her guile. She also falls for dangerous men and finds herself draw Snatched is the electric tale, by the New York Times bestselling author of Blow, Bruce Porter, that tells the true story of a woman caught between two worlds, with her life dangling in the balance.Raised an aristocrat in Colombia and educated in European schools, Pilar transfixes everyone with her charm and her guile. She also falls for dangerous men and finds herself drawn into the highest levels of the cocaine trade.After two failed marriages and a harrowing escape from the drug life, she settles down to a quiet existence in Florida with her children--until her second husband tries to cut short his prison term by giving her name over to members of a new task force being formed by the DEA. They induce Pilar, now a middle-aged woman, to infiltrate the Cali cartel as the head of a vast money laundering sting. Named ""Operation Princess,"" the scheme leads to the seizure of tens of millions of dollars, along with some $500 million worth of cocaine and the exposure of hundreds of high-level traffickers, becoming one of the most daring and successful stings in DEA history. But Pilar plays her part too well. Her success as a money launderer gets her kidnapped and then ransomed by a band of guerrillas in South America--and the US government refuses to negotiate. It's left to her low-level handlers in the DEA to get her back, before it's too late and her kidnappers discover they have a federal agent in their clutches. ...more",3,Books,£21.21,£21.21,£0.00,In stock (12 available),0,https://books.toscrape.com/media/cache/17/95/17955609393fb4348e2321228d3e3e4f.jpg,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
