Название,Категория,UPC (Айди),Описание,Рейтинг,Тип продукта,Цена без налога,Цена с налогом:,Налог,Наличие,Кол-во отзывов,Картинка,Ссылка
Annie on My Mind,Young Adult,7bf87402413c27ff,"This groundbreaking book is the story of two teenage girls whose friendship blossoms into love and who, despite pressures from family and school that threaten their relationship, promise to be true to each other and their feelings. This book is so truthful and honest, it has been banned from many school libraries and even publicly burned in Kansas City.Of the author and th This groundbreaking book is the story of two teenage girls whose friendship blossoms into love and who, despite pressures from family and school that threaten their relationship, promise to be true to each other and their feelings. This book is so truthful and honest, it has been banned from many school libraries and even publicly burned in Kansas City. Of the author and the book, the Margaret A. Edwards Award committee said, “Nancy Garden has the distinction of being the first author for young adults to create a lesbian love story with a positive ending. Using a fluid, readable style, Garden opens a window through which readers can find courage to be true to themselves.” ...more",5,Books,£36.83,£36.83,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/78/2c/782c8d1e4ab324d978c5dadca02e8cd8.jpg,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
And Then There Were None,Classics,cfe350b20d23b02b,"First, there were ten - a curious assortment of strangers summoned as weekend guests to a private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal - and a secret that will seal their fate. For each has been marked for murder. On First, there were ten - a curious assortment of strangers summoned as weekend guests to a private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal - and a secret that will seal their fate. For each has been marked for murder. One by one they fall prey. Before the weekend is out, there will be none. And only the dead are above suspicion. ...more",2,Books,£35.01,£35.01,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/6f/b0/6fb0c3064656f888125ab577b6a01867.jpg,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,bcee4f289ff6699c,"The Appalachian Trail trail stretches from Georgia to Maine and covers some of the most breathtaking terrain in America–majestic mountains, silent forests, sparking lakes. If you’re going to take a hike, it’s probably the place to go. And Bill Bryson is surely the most entertaining guide you’ll find. He introduces us to the history and ecology of the trail and to some of t The Appalachian Trail trail stretches from Georgia to Maine and covers some of the most breathtaking terrain in America–majestic mountains, silent forests, sparking lakes. If you’re going to take a hike, it’s probably the place to go. And Bill Bryson is surely the most entertaining guide you’ll find. He introduces us to the history and ecology of the trail and to some of the other hardy (or just foolhardy) folks he meets along the way–and a couple of bears. Already a classic, A Walk in the Woods will make you long for the great outdoors (or at least a comfortable chair to sit and read in). ...more",4,Books,£30.48,£30.48,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/39/51/3951dc08d449aa692ce82eefb692254e.jpg,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
A Visit from the Goon Squad,Default,5dbd6ec4e154ad2f,"Bennie is an aging former punk rocker and record executive. Sasha is the passionate, troubled young woman he employs. Here Jennifer Egan brilliantly reveals their pasts, along with the inner lives of a host of other characters whose paths intersect with theirs. With music pulsing on every page, A Visit from the Goon Squad is a startling, exhilarating novel of self-destruct Bennie is an aging former punk rocker and record executive. Sasha is the passionate, troubled young woman he employs. Here Jennifer Egan brilliantly reveals their pasts, along with the inner lives of a host of other characters whose paths intersect with theirs. With music pulsing on every page, A Visit from the Goon Squad is a startling, exhilarating novel of self-destruction and redemption. ...more",5,Books,£14.08,£14.08,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/fb/b0/fbb08b1e3eb34d5401e815e40eab0df9.jpg,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,87beabf664115d79,"Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as al Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as alliances are made and broken. Joffrey sits on the Iron Throne, the uneasy ruler of the Seven Kingdoms. His most bitter rival, Lord Stannis, stands defeated and disgraced, victim of the sorceress who holds him in her thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile, making her way across a blood-drenched continent is the exiled queen, Daenerys, mistress of the only three dragons still left in the world. And as opposing forces manoeuver for the final showdown, an army of barbaric wildlings arrives from the outermost limits of civilization, accompanied by a horde of mythical Others—a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance, no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords... ...more",2,Books,£31.22,£31.22,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/0b/c8/0bc884c23d4204aec7bbf35d5e8849f6.jpg,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
A Heartbreaking Work of Staggering Genius,Autobiography,c9770bb1d5a492a0,"Dave Eggers is a terrifically talented writer; don't hold his cleverness against him. What to make of a book called A Heartbreaking Work of Staggering Genius: Based on a True Story? For starters, there's a good bit of staggering genius before you even get to the true story, including a preface, a list of ""Rules and Suggestions for Enjoyment of This Book,"" and a 20-page ack Dave Eggers is a terrifically talented writer; don't hold his cleverness against him. What to make of a book called A Heartbreaking Work of Staggering Genius: Based on a True Story? For starters, there's a good bit of staggering genius before you even get to the true story, including a preface, a list of ""Rules and Suggestions for Enjoyment of This Book,"" and a 20-page acknowledgements section complete with special mail-in offer, flow chart of the book's themes, and a lovely pen-and-ink drawing of a stapler (helpfully labeled ""Here is a drawing of a stapler:""). But on to the true story. At the age of 22, Eggers became both an orphan and a ""single mother"" when his parents died within five months of one another of unrelated cancers. In the ensuing sibling division of labor, Dave is appointed unofficial guardian of his 8-year-old brother, Christopher. The two live together in semi-squalor, decaying food and sports equipment scattered about, while Eggers worries obsessively about child-welfare authorities, molesting babysitters, and his own health. His child-rearing strategy swings between making his brother's upbringing manically fun and performing bizarre developmental experiments on him. (Case in point: his idea of suitable bedtime reading is John Hersey's Hiroshima.) The book is also, perhaps less successfully, about being young and hip and out to conquer the world (in an ironic, media-savvy, Gen-X way, naturally). In the early '90s, Eggers was one of the founders of the very funny Might Magazine, and he spends a fair amount of time here on Might, the hipster culture of San Francisco's South Park, and his own efforts to get on to MTV's Real World. This sort of thing doesn't age very well--but then, Eggers knows that. There's no criticism you can come up with that he hasn't put into A.H.W.O.S.G. already. ""The book thereafter is kind of uneven,"" he tells us regarding the contents after page 109, and while that's true, it's still uneven in a way that is funny and heartfelt and interesting. All this self-consciousness could have become unbearably arch. It's a testament to Eggers's skill as a writer--and to the heartbreaking particulars of his story--that it doesn't. Currently the editor of the footnote-and-marginalia-intensive journal McSweeney's (the last issue featured an entire story by David Foster Wallace printed tinily on its spine), Eggers comes from the most media-saturated generation in history--so much so that he can't feel an emotion without the sense that it's already been felt for him. What may seem like postmodern noodling is really just Eggers writing about pain in the only honest way available to him. Oddly enough, the effect is one of complete sincerity, and--especially in its concluding pages--this memoir as metafiction is affecting beyond all rational explanation. --Mary Park ...more",5,Books,£54.29,£54.29,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/47/f3/47f3d4f1e85773bf41ba64a036e37994.jpg,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html
8 Keys to Mental Health Through Exercise,Psychology,f5873c8fc7760000,"We all know that exercise is good for physical health. Improved fitness has been proven to increase longevity and stave off illness. Recently, there has been a wealth of data proving that exercise also contributes to overall mental well-being. Routine exercise alleviates stress and anxiety, moderates depression, relieves chronic pain, and improves self-esteem.Christina G. We all know that exercise is good for physical health. Improved fitness has been proven to increase longevity and stave off illness. Recently, there has been a wealth of data proving that exercise also contributes to overall mental well-being. Routine exercise alleviates stress and anxiety, moderates depression, relieves chronic pain, and improves self-esteem.Christina G. Hibbert, an expert on women’s mental health, grief, and self-esteem issues, here offers readers step-by-step strategies for sticking to fitness goals, overcoming motivation challenges and roadblocks to working out, and maintaining a physically and emotionally healthy exercise regimen. The techniques she offers will benefit readers at any stage of life or fitness level. Whether you have worked out periodically in the past or have never hit the gym, this book will help you get moving, stay moving, and maintain the inspiration you need to reap the mental health benefits of regular exercise. ...more",1,Books,£31.04,£31.04,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/37/5e/375e0267fe12e7aa1f9f7f2bd2711ecb.jpg,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html
#GIRLBOSS,Add a comment,165affa7adb5eded,"The founder of Nasty Gal offers a sassy and irreverent manifesto for ambitious young women At seventeen, Sophia Amoruso decided to forgo continuing education to pursue a life of hitchhiking, dumpster diving, and petty thievery. Now, at twenty-nine, she is the Founder, CEO, and Creative Director of Nasty Gal, a $100+ million e-tailer that draws A-list publicity and rabid fa The founder of Nasty Gal offers a sassy and irreverent manifesto for ambitious young women At seventeen, Sophia Amoruso decided to forgo continuing education to pursue a life of hitchhiking, dumpster diving, and petty thievery. Now, at twenty-nine, she is the Founder, CEO, and Creative Director of Nasty Gal, a $100+ million e-tailer that draws A-list publicity and rabid fans for its leading-edge fashion and provocative online persona. Her story is extraordinary—and only part of the appeal of #GIRLBOSS. This aspirational book doesn’t patronize young women the way many business experts do. Amoruso shows readers how to channel their passion and hard work, while keeping their insecurities from getting in the way. She offers straight talk about making your voice heard and doing meaningful work. She’s proof that you can be a huge success without giving up your spirit of adventure or distinctive style. As she writes, ""I have three pieces of advice I want you to remember: Don’t ever grow up. Don’t become a bore. Don’t let The Man get to you. OK? Cool. Then let’s do this.” ...more",1,Books,£50.96,£50.96,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/4d/3a/4d3a9198fd6fd7b66ad7742b37c7f3ac.jpg,https://books.toscrape.com/catalogue/girlboss_113/index.html
"The Suffragettes (Little Black Classics, #96)",Nonfiction,d2185b65af52d68c,"'Once they are aroused, once they are determined, nothing on earth and nothing in heaven will make women give way; it is impossible.'A potted history of the women who pioneered feminism and changed the world.One of 46 new books in the bestselling Little Black Classics series, to celebrate the first ever Penguin Classic in 1946. Each book gives readers a taste of the Classi 'Once they are aroused, once they are determined, nothing on earth and nothing in heaven will make women give way; it is impossible.'A potted history of the women who pioneered feminism and changed the world.One of 46 new books in the bestselling Little Black Classics series, to celebrate the first ever Penguin Classic in 1946. Each book gives readers a taste of the Classics' huge range and diversity, with works from around the world and across the centuries - including fables, decadence, heartbreak, tall tales, satire, ghosts, battles and elephants. ...more",2,Books,£11.89,£11.89,£0.00,In stock (2 available),0,https://books.toscrape.com/media/cache/8f/39/8f399ee98cb1a7c77525123b00d4b3e0.jpg,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html
The Sense of an Ending,Add a comment,4130678275eb7c8c,"An alternative cover edition for this ISBN can be found hereTony Webster and his clique first met Adrian Finn at school. Sex-hungry and book-hungry, they would navigate the girl-less sixth form together, trading in affectations, in-jokes, rumour and wit. Maybe Adrian was a little more serious than the others, certainly more intelligent, but they all swore to stay friends f An alternative cover edition for this ISBN can be found hereTony Webster and his clique first met Adrian Finn at school. Sex-hungry and book-hungry, they would navigate the girl-less sixth form together, trading in affectations, in-jokes, rumour and wit. Maybe Adrian was a little more serious than the others, certainly more intelligent, but they all swore to stay friends for life.Now Tony is retired. He's had a career and a single marriage, a calm divorce. He's certainly never tried to hurt anybody. Memory, though, is imperfect. It can always throw up surprises, as a lawyer's letter is about to prove. ...more",3,Books,£31.38,£31.38,£0.00,In stock (2 available),0,https://books.toscrape.com/media/cache/c4/d2/c4d2764a45584960ee18de814191e21a.jpg,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html
