Название,Категория,UPC (Айди),Описание,Рейтинг,Тип продукта,Цена без налога,Цена с налогом:,Налог,Наличие,Кол-во отзывов,Картинка,Ссылка
Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,38d45839cb1c83c1,"A fascinating exploration of how insights from computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mindAll our lives are constrained by limited space and time, limits that give rise to a particular set of problems. What should we do, or leave undone, in a day or a lifetime? How A fascinating exploration of how insights from computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mindAll our lives are constrained by limited space and time, limits that give rise to a particular set of problems. What should we do, or leave undone, in a day or a lifetime? How much messiness should we accept? What balance of new activities and familiar favorites is the most fulfilling? These may seem like uniquely human quandaries, but they are not: computers, too, face the same constraints, so computer scientists have been grappling with their version of such issues for decades. And the solutions they've found have much to teach us.In a dazzlingly interdisciplinary work, acclaimed author Brian Christian and cognitive scientist Tom Griffiths show how the algorithms used by computers can also untangle very human questions. They explain how to have better hunches and when to leave things to chance, how to deal with overwhelming choices and how best to connect with others. From finding a spouse to finding a parking spot, from organizing one's inbox to understanding the workings of memory, Algorithms to Live By transforms the wisdom of computer science into strategies for human living. ...more",1,Books,£30.81,£30.81,£0.00,In stock (16 available),0,https://books.toscrape.com/media/cache/28/ea/28ea530a8b7955e422df64beaed7871a.jpg,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html
A World of Flavor: Your Gluten Free Passport,Default,70ed59f194b3c556,"Trade Review:A World of Flavor, Recipes to Please All of Your GuestsThe new gluten-free cookbook ""A World of Flavor"" is clearly a labor of love for its authors, Amber Barrett and Nancy Miller. Amber is also a gifted photographer, and the photographs in this book could be the best of any cookbook I've ever seen.On top of this, the book includes some amazing recipes that eve Trade Review:A World of Flavor, Recipes to Please All of Your GuestsThe new gluten-free cookbook ""A World of Flavor"" is clearly a labor of love for its authors, Amber Barrett and Nancy Miller. Amber is also a gifted photographer, and the photographs in this book could be the best of any cookbook I've ever seen.On top of this, the book includes some amazing recipes that everyone will like, including: Hot Wings, Bacon and Cheddar Scones, Donuts, Sandwich Bread, Rocky Road Brownies, Crepes, General Tso's Chicken, Croutons, and many more (I counted 77).From breakfasts, appetizers, desserts, main dishes and snacks, to salads, vegetables, and side dishes, this outstanding gluten-free cookbook has much to offer anyone who is on a gluten-free diet.Written by celiac.com April 2016.Mongolian Beef, Cuban Pork, Baked Alaska, French Crepes—if international cuisine gets your taste buds dancing, this the cookbook for you!Travel the world gluten free with mother and daughter authors Nancy Miller and Amber Barrett and their new cookbook, A World of Flavor: Your Gluten-Free Passport.This cookbook provides readers with an inspired combination of dishes from around the globe that are deliciously high in flavor with none of the gluten. These recipes do not rely on pricey cup-for-cup flour alternatives, but use a variety of flours tailored to the success of each individual recipe so you get results to be proud of. ...more",1,Books,£42.95,£42.95,£0.00,In stock (16 available),0,https://books.toscrape.com/media/cache/0a/6a/0a6a53a8d37584a7906d2d5a0032f9c1.jpg,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Default,8a380641491d43ed,"In this layered collage of memory within memory, Hale recreates for readers her kaleidoscopic experience of a decades-long journey to acceptance and insight. Writer, prodigal daughter, single parent, Buddhist disciple, and, late in midlife, a newlywed, she is transformed through an unconventional relationship with a female spiritual teacher and an odd ritual of repeated ta In this layered collage of memory within memory, Hale recreates for readers her kaleidoscopic experience of a decades-long journey to acceptance and insight. Writer, prodigal daughter, single parent, Buddhist disciple, and, late in midlife, a newlywed, she is transformed through an unconventional relationship with a female spiritual teacher and an odd ritual of repeated tattooing with her two young adult children. ""Christine Hale's evocation of the bewildering complexities of life as a mother, daughter, wife (and ex-wife), and student of Buddhism is both a poem and a letter to those she has worked so long and hard to understand. On a journey that takes her through emotional and actual hurricanes, love and cruelty, urgent losses, and painful gains, she climbs to sometimes unnervingly high altitudes as she experiences ""the joy and the sorrow of samsara."" In beautiful, clear language, Hale explores the wounds life gives us, the wounds we give ourselves, and the long process of healing."" -Sarah Stone, author of The True Sources of the Nile Christine Hale is the author of a novel, Basil's Dream (Livingston Press 2009); National Book Award finalist Joan Silber says, ""Basil's Dream...seems to prove fiction can go where other forms can't."" Ms. Hale's creative nonfiction has appeared in Arts & Letters, Spry, Still, Hippocampus, and Prime Number, among other journals. A fellow of MacDowell, Ucross, Hedgebrook, and the Virginia Center for the Creative Arts, she earned her MFA from Warren Wilson College. She teaches in the Antioch University-Los Angeles Low-Residency MFA Program as well as the Great Smokies Writing Program in Asheville, North Carolina, where she and her husband live. ...more",5,Books,£56.76,£56.76,£0.00,In stock (16 available),0,https://books.toscrape.com/media/cache/09/6d/096df83de35d408278fdc9108d930b5f.jpg,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html
A Murder in Time,Mystery,f733e8c19d40ec2e,"Beautiful and brilliant, Kendra Donovan is a rising star at the FBI. Yet her path to professional success hits a speed bump during a disastrous raid where half her team is murdered, a mole in the FBI is uncovered and she herself is severely wounded. As soon as she recovers, she goes rogue and travels to England to assassinate the man responsible for the deaths of her teamm Beautiful and brilliant, Kendra Donovan is a rising star at the FBI. Yet her path to professional success hits a speed bump during a disastrous raid where half her team is murdered, a mole in the FBI is uncovered and she herself is severely wounded. As soon as she recovers, she goes rogue and travels to England to assassinate the man responsible for the deaths of her teammates.While fleeing from an unexpected assassin herself, Kendra escapes into a stairwell that promises sanctuary but when she stumbles out again, she is in the same place - Aldrich Castle - but in a different time: 1815, to be exact.Mistaken for a lady's maid hired to help with weekend guests, Kendra is forced to quickly adapt to the time period until she can figure out how she got there; and, more importantly, how to get back home. However, after the body of a young girl is found on the extensive grounds of the county estate, she starts to feel there's some purpose to her bizarre circumstances. Stripped of her twenty-first century tools, Kendra must use her wits alone in order to unmask a cunning madman. ...more",1,Books,£16.64,£16.64,£0.00,In stock (16 available),0,https://books.toscrape.com/media/cache/cc/bd/ccbd7a62caefd5a3a2e04dd7c2ff48fe.jpg,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html
A Flight of Arrows (The Pathfinders #2),Historical Fiction,3a6fb983e2554023,"October 1776--August 1777It is said that what a man sows he will reap--and for such a harvest there is no set season. No one connected to Reginald Aubrey is untouched by the crime he committed twenty years ago. Not William, the Oneida child Reginald stole and raised as his own. Identity shattered, enlisted in the British army, William trains with Loyalist refugees eager to October 1776--August 1777It is said that what a man sows he will reap--and for such a harvest there is no set season. No one connected to Reginald Aubrey is untouched by the crime he committed twenty years ago. Not William, the Oneida child Reginald stole and raised as his own. Identity shattered, enlisted in the British army, William trains with Loyalist refugees eager to annihilate the rebels who forced them into exile. Coming to terms with who and what he is proves impossible, but if he breaks his Loyalist oath, he'll be no better than the man who constructed his life of lies.Not Anna, Reginald's adopted daughter, nor Two Hawks, William's twin, both who long for Reginald to accept their love despite the challenges they will face, building a marriage that bridges two cultures. Not Good Voice and Stone Thrower, freed of bitterness by a courageous act of forgiveness, but still yearning for their firstborn son and fearful for the future of their Oneida people.As the British prepare to attack frontier New York and Patriot regiments rally to defend it, two families separated by culture, united by love, will do all in their power to reclaim the son marching toward them in the ranks of their enemies. ...more",5,Books,£55.53,£55.53,£0.00,In stock (16 available),0,https://books.toscrape.com/media/cache/ec/65/ec651ed66822d4b68938afa645b1ece2.jpg,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html
A Fierce and Subtle Poison,Young Adult,842790dfaa937484,"Everyone knows the legends about the cursed girl--Isabel, the one the señoras whisper about. They say she has green skin and grass for hair, and she feeds on the poisonous plants that fill her family’s Caribbean island garden. Some say she can grant wishes; some say her touch can kill.Seventeen-year-old Lucas lives on the mainland most of the year but spends summers with h Everyone knows the legends about the cursed girl--Isabel, the one the señoras whisper about. They say she has green skin and grass for hair, and she feeds on the poisonous plants that fill her family’s Caribbean island garden. Some say she can grant wishes; some say her touch can kill.Seventeen-year-old Lucas lives on the mainland most of the year but spends summers with his hotel-developer father in Puerto Rico. He’s grown up hearing stories about the cursed girl, and he wants to believe in Isabel and her magic. When letters from Isabel begin mysteriously appearing in his room the same day his new girlfriend disappears, Lucas turns to Isabel for answers--and finds himself lured into her strange and enchanted world. But time is running out for the girl filled with poison, and the more entangled Lucas becomes with Isabel, the less certain he is of escaping with his own life. ...more",4,Books,£28.13,£28.13,£0.00,In stock (16 available),0,https://books.toscrape.com/media/cache/ac/b6/acb65d6d11263ba98b0191b544f6c728.jpg,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html
A Court of Thorns and Roses (A Court of Thorns and Roses #1),Fantasy,01d2001ac1e6f8a3,"A thrilling, seductive new series from New York Times bestselling author Sarah J. Maas, blending Beauty and the Beast with faerie lore.When nineteen-year-old huntress Feyre kills a wolf in the woods, a beast-like creature arrives to demand retribution for it. Dragged to a treacherous magical land she only knows about from legends, Feyre discovers that her captor is not an A thrilling, seductive new series from New York Times bestselling author Sarah J. Maas, blending Beauty and the Beast with faerie lore.When nineteen-year-old huntress Feyre kills a wolf in the woods, a beast-like creature arrives to demand retribution for it. Dragged to a treacherous magical land she only knows about from legends, Feyre discovers that her captor is not an animal, but Tamlin—one of the lethal, immortal faeries who once ruled their world.As she dwells on his estate, her feelings for Tamlin transform from icy hostility into a fiery passion that burns through every lie and warning she's been told about the beautiful, dangerous world of the Fae. But an ancient, wicked shadow grows over the faerie lands, and Feyre must find a way to stop it... or doom Tamlin—and his world—forever.Perfect for fans of Kristin Cashore and George R. R. Martin, this first book in a sexy and action-packed new series is impossible to put down! ...more",1,Books,£52.37,£52.37,£0.00,In stock (16 available),0,https://books.toscrape.com/media/cache/0a/78/0a78f89fc2dc78b700b494c3510e8920.jpg,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,e4ac92d89b946781,"Who You Think You Are is Not as Important as Who God Says You AreMany of us wrestle with the gap between our weaknesses and our dreams, between who we are and who God says we are meant to be. We feel unqualified to do God’s work or to live out the calling we imagine. But God has a way of using our weaknesses for good. In fact, God loves unqualified people.In (Un)Qualified, Who You Think You Are is Not as Important as Who God Says You AreMany of us wrestle with the gap between our weaknesses and our dreams, between who we are and who God says we are meant to be. We feel unqualified to do God’s work or to live out the calling we imagine. But God has a way of using our weaknesses for good. In fact, God loves unqualified people.In (Un)Qualified, Pastor Steven Furtick helps you peel back the assumptions you’ve made about yourself and see yourself as God sees you. Because true peace and confidence come not from worldly perfection but from acceptance: God’s acceptance of you, your acceptance of yourself, and your acceptance of God’s process of change.This is a book about understanding your identity in light of who God is. It’s a book about coming to terms with the good, the bad, and the unmentionable in your life and learning to let God use you. It’s about charging into the gap between your present and your hopes and meeting God there. After all, God can’t bless who you pretend to be. But he longs to bless who you really are; a flawed and broken person. Good thing for us that God is in the business of using broken people to do big things. Being Unqualified Is God’s Favorite QualificationOur culture tells us that the answer to our failures is to fix them. The solution to our weaknesses is to hide them. The secret to our success is to appear as flawless as possible. But God’s qualifying system is different than the world’s. So is his view of our weaknesses, our purpose, and our true selves.In (Un)Qualified, Steven Furtick explores who God is as the great “I AM,” and then helps us discover our own identity. Delving into the story of Jacob, Furtick invites us to acknowledge our weaknesses and ask God to work through them.The truth is, God has created us to be more, to accomplish more, and to love life more than we ever thought possible. But to become who he has called us to be, we must embrace who we are right now. (Un)Qualified equips us to face obstacles and failures without losing a sense of purpose. We can have a thriving sense of hope that God is working in us and through us, not in spite of our weaknesses but often as a direct result of them. ...more",5,Books,£54.00,£54.00,£0.00,In stock (16 available),0,https://books.toscrape.com/media/cache/e4/f8/e4f8c1c5954e09cb6c485d9db824eeb1.jpg,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html
You Are What You Love: The Spiritual Power of Habit,Religion,796c87ddbbaaf8c5,"You are what you love. But you might not love what you think.In this book, award-winning author James K. A. Smith shows that who and what we worship fundamentally shape our hearts. And while we desire to shape culture, we are not often aware of how culture shapes us. We might not realize the ways our hearts are being taught to love rival gods instead of the One for whom we You are what you love. But you might not love what you think.In this book, award-winning author James K. A. Smith shows that who and what we worship fundamentally shape our hearts. And while we desire to shape culture, we are not often aware of how culture shapes us. We might not realize the ways our hearts are being taught to love rival gods instead of the One for whom we were made. Smith helps readers recognize the formative power of culture and the transformative possibilities of Christian practices. He explains that worship is the ""imagination station"" that incubates our loves and longings so that our cultural endeavors are indexed toward God and his kingdom. This is why the church and worshiping in a local community of believers should be the hub and heart of Christian formation and discipleship.Following the publication of his influential work Desiring the Kingdom, Smith received numerous requests from pastors and leaders for a more accessible version of that book's content. No mere abridgment, this new book draws on years of Smith's popular presentations on the ideas presented in Desiring the Kingdom to offer a fresh, bottom-up rearticulation. The author creatively uses film, literature, and music illustrations to engage readers and includes material on marriage, family, youth ministry, and faith and work. He also suggests individual and communal practices for shaping the Christian life. ...more",4,Books,£21.87,£21.87,£0.00,In stock (15 available),0,https://books.toscrape.com/media/cache/52/9b/529bf0d806ae2ab02bf23da4326b24c3.jpg,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Science Fiction,9270575728a13a61,"MAY THE VERSE BE WITH YOU!Return once more to a galaxy far, far away with this sublime retelling of George Lucas's epic Star Wars in the style of the immortal Bard of Avon. The saga of a wise (Jedi) knight and an evil (Sith) lord, of a beautiful princess held captive and a young hero coming of age, Star Wars abounds with all the valor and villainy of Shakespeare's greatest MAY THE VERSE BE WITH YOU!Return once more to a galaxy far, far away with this sublime retelling of George Lucas's epic Star Wars in the style of the immortal Bard of Avon. The saga of a wise (Jedi) knight and an evil (Sith) lord, of a beautiful princess held captive and a young hero coming of age, Star Wars abounds with all the valor and villainy of Shakespeare's greatest plays. 'Tis a tale told by fretful Droids, full of faithful Wookiees and fearsome Stormtroopers, signifying... pretty much everything.Reimagined in glorious iambic pentameter, William Shakespeare's Star Wars will astound and edify Rebels and Imperials alike. Zounds! This is the book you're looking for. ...more",4,Books,£43.30,£43.30,£0.00,In stock (15 available),0,https://books.toscrape.com/media/cache/02/7a/027a1f131d94c38f9e785f5d85a109c7.jpg,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
