Название,Категория,UPC (Айди),Описание,Рейтинг,Тип продукта,Цена без налога,Цена с налогом:,Налог,Наличие,Кол-во отзывов,Картинка,Ссылка
Walk the Edge (Thunder Road #2),Young Adult,0e4e2d31c2fb3aad,"One moment of recklessness will change their worlds.Smart. Responsible. That's seventeen-year-old Breanna's role in her large family, and heaven forbid she put a toe out of line. Until one night of shockingly un-Breanna-like behavior puts her into a vicious cyber-bully's line of fire—and brings fellow senior Thomas ""Razor"" Turner into her life. Razor lives for the Reign of One moment of recklessness will change their worlds.Smart. Responsible. That's seventeen-year-old Breanna's role in her large family, and heaven forbid she put a toe out of line. Until one night of shockingly un-Breanna-like behavior puts her into a vicious cyber-bully's line of fire—and brings fellow senior Thomas ""Razor"" Turner into her life. Razor lives for the Reign of Terror motorcycle club, and good girls like Breanna just don't belong. But when he learns she's being blackmailed over a compromising picture of the two of them—a picture that turns one unexpected and beautiful moment into ugliness—he knows it's time to step outside the rules. And so they make a pact: he'll help her track down her blackmailer, and in return she'll help him seek answers to the mystery that's haunted him—one that not even his club brothers have been willing to discuss. But the more time they spend together, the more their feelings grow. And suddenly they're both walking the edge of discovering who they really are, what they want, and where they're going from here. ...more",3,Books,£32.36,£32.36,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/3f/c5/3fc5fbb8ab3099a5fae8f5d180605905.jpg,https://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html
Voyager (Outlander #3),Historical Fiction,7feac4000cbc5859,"From the author of the breathtaking bestsellers Outlander and Dragonfly in Amber, the extraordinary saga continues.Their passionate encounter happened long ago by whatever measurement Claire Randall took. Two decades before, she had traveled back in time and into the arms of a gallant eighteenth-century Scot named Jamie Fraser. Then she returned to her own century to bear From the author of the breathtaking bestsellers Outlander and Dragonfly in Amber, the extraordinary saga continues.Their passionate encounter happened long ago by whatever measurement Claire Randall took. Two decades before, she had traveled back in time and into the arms of a gallant eighteenth-century Scot named Jamie Fraser. Then she returned to her own century to bear his child, believing him dead in the tragic battle of Culloden. Yet his memory has never lessened its hold on her... and her body still cries out for him in her dreams.Then Claire discovers that Jamie survived. Torn between returning to him and staying with their daughter in her own era, Claire must choose her destiny. And as time and space come full circle, she must find the courage to face the passion and pain awaiting her...the deadly intrigues raging in a divided Scotland... and the daring voyage into the dark unknown that can reunite or forever doom her timeless love. ...more",5,Books,£21.07,£21.07,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/6e/22/6e22497cbecedef59be86d1328e4b044.jpg,https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,52aa3d79b1cee455,"In 2008, J.K. Rowling delivered a deeply affecting commencement speech at Harvard University. Now published for the first time in book form, Very Good Lives offers J.K. Rowling’s words of wisdom for anyone at a turning point in life, asking the profound and provocative questions: How can we embrace failure? And how can we use our imagination to better both ourselves and ot In 2008, J.K. Rowling delivered a deeply affecting commencement speech at Harvard University. Now published for the first time in book form, Very Good Lives offers J.K. Rowling’s words of wisdom for anyone at a turning point in life, asking the profound and provocative questions: How can we embrace failure? And how can we use our imagination to better both ourselves and others?Drawing from stories of her own post-graduate years, the world-famous author addresses some of life’s most important issues with acuity and emotional force. ...more",3,Books,£50.66,£50.66,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/fd/26/fd264a20852bbecf647475d968ac0409.jpg,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,4672d10b9b1e7a05,"For years, Anna Thomas’s fans have cooked from her trailblazing vegetarian cookbooks. Now, Anna turns her thoughts to that larger question. We are eating differently: your daughter is a vegan, or you are but your in-laws don’t think it’s dinner without meat, or you’re hosting Thanksgiving for a mixed group… In this timely and useful new book, Anna offers her solutions for For years, Anna Thomas’s fans have cooked from her trailblazing vegetarian cookbooks. Now, Anna turns her thoughts to that larger question. We are eating differently: your daughter is a vegan, or you are but your in-laws don’t think it’s dinner without meat, or you’re hosting Thanksgiving for a mixed group… In this timely and useful new book, Anna offers her solutions for reuniting our divided tables.“My idea is simple,” says Anna. “Start with the food everyone eats, design a meal or a dish around that, then expand and elaborate with just the right amounts of the right cheeses, meats, or fish for your omnivores. Everyone feels welcome, and we eat the same meal—but in variations.”Anna shows us how to cook for today’s table, with over 150 recipes for all tastes, and menus for every occasion. For a casual evening with friends, Farro with Lentils and Lavender served with Ratatouille from the Charcoal Grill makes a beautiful vegan supper—and also pairs wonderfully with garlic-and-herb rubbed lamb chops for the omnivores. Anna’s crowd-pleasing Easy Fish Soup begins as a robust vegetable soup, with seafood added five minutes before serving—an ideal two-way dish. A vegetarian Lemon Risotto with Sautéed Fresh Fava Beans is perfect on its own, and can easily take on tender shrimp. For dessert, have vegan Pumpkin Gingerbread and add vanilla ice cream, or serve a delectable Dark Chocolate Almond Bark studded with ginger and dried cherries.Anna’s festive “Thanksgiving for Everyone” menu centers on a sumptuous Polenta Torta with Roasted Squash and onion marmalade, surrounded by an array of seasonal vegetables—all pairing equally well with roast turkey for the traditionalists. “Taco Night at Home” allows everyone to design their perfect meal, mixing and matching from a spread of Spicy Black Beans, Poblano Peppers with Portobello Mushrooms, Carnitas, and Guajillo Chile Salsa. Anna’s exuberant Mediterranean mezze menu is a relaxed summer party, featuring vegan Roasted Eggplant and Poblano Chile Spread with flatbread, Tabbouleh with Chickpeas and Preserved Lemon, Charred Zucchini with Lemon and Mint, and Baked Lamb Kibbeh Wedges for the omnivores.With dishes inspired by the vibrant produce of farmers’ markets, Anna shares her love of cooking and of hospitality. Vegan Vegetarian Omnivore shows us how to navigate a world of change, and bring all our friends and family together at one big, generous table. ...more",2,Books,£13.66,£13.66,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/a1/c7/a1c7dfc9ebc338043cb0420a49f58f5e.jpg,https://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html
"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,b830685072fa871f,"STUFF. It's everywhere. Lurking in corners and closets, spilling onto counters and coffee tables, creating havoc everywhere we look. And it's not just the physical clutter that weighs us down. Oh no, it is the stress of overbooked schedules, and the weight of life that sometimes feels oppressive and totally out of whack.New York Times bestselling author Ruth Soukup feels y  STUFF. It's everywhere. Lurking in corners and closets, spilling onto counters and coffee tables, creating havoc everywhere we look. And it's not just the physical clutter that weighs us down. Oh no, it is the stress of overbooked schedules, and the weight of life that sometimes feels oppressive and totally out of whack.New York Times bestselling author Ruth Soukup feels your pain--she has been there too. Through personal stories, Biblical truth, and practical action plans, she will inspire and empower each of us to finally declutter not just our home, but our mind and soul as well. Unstuffed is real, honest, and gets right down to the question we are all facing--how can we take back our lives from the stuff that is weighing us down? In this book, together we will:•             Create a comprehensive vision for our homes, and make instant changes to improve its overall function.•             Discover that more closet space is not the solution, and instead learn how to set strict limits for the stuff we bring in•             Overcome the frustration of dealing with our kids' influx of stuff and implement practical solutions for keeping the chaos at bay.•             Recognize the pitfalls of an overstuffed schedule BEFORE it gets out of hand, and instead learn to combat the culture of busy that keeps us running from one thing to the next.•             Finally conquer that mountain of paperwork that threatens to tumble down around us at any moment.•             Let go of the guilt that gets attached to gifts and instead learn to separate our loved ones from their stuff.•             Begin to cultivate our real friendships while eliminating the toxic relationships that weigh us down. ...more",1,Books,£58.09,£58.09,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/68/2d/682d1c7c8aa1010bd138203ae9d2d10b.jpg,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,599a4f98bb193368,"Jon Krakauer’s literary reputation rests on insightful chronicles of lives conducted at the outer limits. He now shifts his focus from extremes of physical adventure to extremes of religious belief within our own borders, taking readers inside isolated American communities where some 40,000 Mormon Fundamentalists still practice polygamy. Defying both civil authorities and Jon Krakauer’s literary reputation rests on insightful chronicles of lives conducted at the outer limits. He now shifts his focus from extremes of physical adventure to extremes of religious belief within our own borders, taking readers inside isolated American communities where some 40,000 Mormon Fundamentalists still practice polygamy. Defying both civil authorities and the Mormon establishment in Salt Lake City, the renegade leaders of these Taliban-like theocracies are zealots who answer only to God.At the core of Krakauer’s book are brothers Ron and Dan Lafferty, who insist they received a commandment from God to kill a blameless woman and her baby girl. Beginning with a meticulously researched account of this appalling double murder, Krakauer constructs a multi-layered, bone-chilling narrative of messianic delusion, polygamy, savage violence, and unyielding faith. Along the way he uncovers a shadowy offshoot of America’s fastest growing religion, and raises provocative questions about the nature of religious belief. ...more",1,Books,£30.00,£30.00,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/0a/44/0a44a38a50b7d61facccae446cf30630.jpg,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html
Two Boys Kissing,Young Adult,61bc8167c9680283,"New York Times bestselling author David Levithan tells the based-on-true-events story of Harry and Craig, two 17-year-olds who are about to take part in a 32-hour marathon of kissing to set a new Guinness World Record—all of which is narrated by a Greek Chorus of the generation of gay men lost to AIDS. While the two increasingly dehydrated and sleep-deprived boys are locki New York Times  bestselling author David Levithan tells the based-on-true-events story of Harry and Craig, two 17-year-olds who are about to take part in a 32-hour marathon of kissing to set a new Guinness World Record—all of which is narrated by a Greek Chorus of the generation of gay men lost to AIDS. While the two increasingly dehydrated and sleep-deprived boys are locking lips, they become a focal point in the lives of other teen boys dealing with languishing long-term relationships, coming out, navigating gender identity, and falling deeper into the digital rabbit hole of gay hookup sites—all while the kissing former couple tries to figure out their own feelings for each other. ...more",2,Books,£32.74,£32.74,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/a0/29/a029efdcb7e61cc2fed1f7404cf065a0.jpg,https://books.toscrape.com/catalogue/two-boys-kissing_294/index.html
Twilight (Twilight #1),Default,b53078de0147f6bf,"About three things I was absolutely positive.First, Edward was a vampire.Second, there was a part of him—and I didn't know how dominant that part might be—that thirsted for my blood.And third, I was unconditionally and irrevocably in love with him.In the first book of the Twilight Saga, internationally bestselling author Stephenie Meyer introduces Bella Swan and Edward Cul About three things I was absolutely positive.First, Edward was a vampire.Second, there was a part of him—and I didn't know how dominant that part might be—that thirsted for my blood.And third, I was unconditionally and irrevocably in love with him.In the first book of the Twilight Saga, internationally bestselling author Stephenie Meyer introduces Bella Swan and Edward Cullen, a pair of star-crossed lovers whose forbidden relationship ripens against the backdrop of small-town suspicion and a mysterious coven of vampires. This is a love story with bite. ...more",2,Books,£41.93,£41.93,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/05/22/05220e25687e267099f0aeb329b6f3cc.jpg,https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html
Twenties Girl,Womens Fiction,8ebad30219b8679c,"Lara Lington has always had an overactive imagination, but suddenly that imagination seems to be in overdrive. Normal professional twenty-something young women don't get visited by ghosts. Or do they?When the spirit of Lara's great-aunt Sadie-a feisty, demanding girl with firm ideas about fashion, love, and the right way to dance-mysteriously appears, she has one request: Lara Lington has always had an overactive imagination, but suddenly that imagination seems to be in overdrive. Normal professional twenty-something young women don't get visited by ghosts. Or do they?When the spirit of Lara's great-aunt Sadie-a feisty, demanding girl with firm ideas about fashion, love, and the right way to dance-mysteriously appears, she has one request: Lara must find a missing necklace that had been in Sadie's possession for more than seventy-five years, because Sadie cannot rest without it.Lara and Sadie make a hilarious sparring duo, and at first it seems as though they have nothing in common. But as the mission to find Sadie's necklace leads to intrigue and a new romance for Lara, these very different ""twenties"" girls learn some surprising truths from and about each other. Written with all the irrepressible charm and humor that have made Sophie Kinsella's books beloved by millions, Twenties Girl is also a deeply moving testament to the transcendent bonds of friendship and family. ...more",2,Books,£42.80,£42.80,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/49/ec/49ec020f1dfa44313313495b809f74f1.jpg,https://books.toscrape.com/catalogue/twenties-girl_292/index.html
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,2173a2ce35f6ace1,"Told with sincerity, humor, and wit,Trespassing Across Americais both a fascinating account of one man’s remarkable journey along the Keystone XL pipeline and a meditation on climate change, the beauty of the natural world, and the extremes to which we can push ourselves—both physically and mentally. It started as a far-fetched idea—to hike the entire length of the propose Told with sincerity, humor, and wit, Trespassing Across America is both a fascinating account of one man’s remarkable journey along the Keystone XL pipeline and a meditation on climate change, the beauty of the natural world, and the extremes to which we can push ourselves—both physically and mentally.  It started as a far-fetched idea—to hike the entire length of the proposed route of the Keystone XL pipeline. But in the months that followed, it grew into something more for Ken Ilgunas. It became an irresistible adventure—an opportunity not only to draw attention to global warming but also to explore his personal limits. So in September 2012, he strapped on his backpack, stuck out his thumb on the interstate just north of Denver, and hitchhiked 1,500 miles to the Alberta tar sands. Once there, he turned around and began his 1,700-mile trek to the XL’s endpoint on the Gulf Coast of Texas, a journey he would complete entirely on foot, walking almost exclusively across private property.Both a travel memoir and a reflection on climate change, Trespassing Across America is filled with colorful characters, harrowing physical trials, and strange encounters with the weather, terrain, and animals of America’s plains. A tribute to the Great Plains and the people who live there, Ilgunas’s memoir grapples with difficult questions about our place in the world: What is our personal responsibility as stewards of the land? As members of a rapidly warming planet? As mere individuals up against something as powerful as the fossil fuel industry? Ultimately, Trespassing Across America is a call to embrace the belief that a life lived not half wild is a life only half lived. ...more",1,Books,£53.51,£53.51,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/fb/65/fb6511ce55f5cf2ebf22a90655ad7c42.jpg,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html
