Название,Категория,UPC (Айди),Описание,Рейтинг,Тип продукта,Цена без налога,Цена с налогом:,Налог,Наличие,Кол-во отзывов,Картинка,Ссылка
Jurassic Park (Jurassic Park #1),Fiction,a0dd11f6abc421ec,"A billionaire has created a technique to clone dinosaurs. From the DNA that his crack team of scientists extract, he is able to grow the dinosaurs in his laboratories and lock them away on an island behind electric fences, creating a sort of theme park. He asks a group of scientists from several different fields to come and view the park, but something goes terribly wrong A billionaire has created a technique to clone dinosaurs. From the DNA that his crack team of scientists extract, he is able to grow the dinosaurs in his laboratories and lock them away on an island behind electric fences, creating a sort of theme park. He asks a group of scientists from several different fields to come and view the park, but something goes terribly wrong when a worker on the island turns traitor and shuts down the power.Cover illustration by Chip Kidd. ...more",1,Books,£44.97,£44.97,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/26/9e/269e8962f39f359559a46cae86576128.jpg,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,d4a29356fc992879,"“The book you hold in your hands is the distillate of a quarter century’s teaching. It is my attempt to answer, ‘What next?’ for students who are embarking on their ‘second act.’”—Julia Cameron Julia Cameron has inspired millions with her bestseller on creativity,The Artist’s Way. InIt’s Never Too Late To Begin Again,she turns her eye to a segment of the population that, “The book you hold in your hands is the distillate of a quarter century’s teaching. It is my attempt to answer, ‘What next?’ for students who are embarking on their ‘second act.’”—Julia Cameron   Julia Cameron has inspired millions with her bestseller on creativity, The Artist’s Way. In It’s Never Too Late To Begin Again, she turns her eye to a segment of the population that, ironically, while they have more time to be creative, are often reluctant or intimidated by the creative process. Cameron shows readers that retirement can, in fact, be the most rich, fulfilling, and creative time of their lives. When someone retires, the newfound freedom can be quite exciting, but also daunting. The life that someone had has changed, and the life to come is yet to be defined. In this book, Cameron shows readers how cultivating their creative selves can help them navigate this new terrain. She tells the inspiring stories of retirees who discovered new artistic pursuits and passions that more than filled their days—they nurtured their souls.   A twelve-week course aimed at defining—and creating—the life you want to have as you redefine—and re-create—yourself, this book includes simple tools that will guide and inspire you to make the most of this time in your life: -  Memoir writing offers an opportunity to reflect on—and honor—past experience. This book guides you through the daunting task of writing an entire memoir, breaking it down into manageable pieces.  -  Morning Pages—private, stream-of-consciousness writing done daily—allow you to express wishes, fears, delights, resentments, and joys, which in turn, provide focus and clarity for the day at hand. -  Artist Dates encourage fun and spontaneity. -  Solo Walks quell anxiety and clear the mind.This fun, gentle, step-by-step process will help you explore your creative dreams, wishes, and desires—and help you quickly find that it’s never too late to begin again. ...more",1,Books,£42.38,£42.38,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/27/f5/27f54466115767b767133ee034543cb5.jpg,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html
Is Everyone Hanging Out Without Me? (And Other Concerns),Default,034829ffdd0a0aea,"Mindy Kaling has lived many lives: the obedient child of immigrant professionals, a timid chubster afraid of her own bike, a Ben Affleck–impersonating Off-Broadway performer and playwright, and, finally, a comedy writer and actress prone to starting fights with her friends and coworkers with the sentence “Can I just say one last thing about this, and then I swear I’ll shut Mindy Kaling has lived many lives: the obedient child of immigrant professionals, a timid chubster afraid of her own bike, a Ben Affleck–impersonating Off-Broadway performer and playwright, and, finally, a comedy writer and actress prone to starting fights with her friends and coworkers with the sentence “Can I just say one last thing about this, and then I swear I’ll shut up about it?”  Perhaps you want to know what Mindy thinks makes a great best friend (someone who will fill your prescription in the middle of the night), or what makes a great guy (one who is aware of all elderly people in any room at any time and acts accordingly), or what is the perfect amount of fame (so famous you can never get convicted of murder in a court of law), or how to maintain a trim figure (you will not find that information in these pages). If so, you’ve come to the right book, mostly! In Is Everyone Hanging Out Without Me?, Mindy invites readers on a tour of her life and her unscientific observations on romance, friendship, and Hollywood, with several conveniently placed stopping points for you to run errands and make phone calls. Mindy Kaling really is just a Girl Next Door—not so much literally anywhere in the continental United States, but definitely if you live in India or Sri Lanka. ...more",3,Books,£20.11,£20.11,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/80/4f/804fbcee4a4afa6498badaa12709c049.jpg,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
Into the Wild,Nonfiction,a7c3f1010d64799a,"In April 1992 a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25,000 in savings to charity, abandoned his car and most of his possessions, burned all the cash in his wallet, and invented a new life for himself. Four months later, his decomposed b In April 1992 a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25,000 in savings to charity, abandoned his car and most of his possessions, burned all the cash in his wallet, and invented a new life for himself. Four months later, his decomposed body was found by a party of moose hunters. How McCandless came to die is the unforgettable story of Into the Wild.Immediately after graduating from college in 1991, McCandless had roamed through the West and Southwest on a vision quest like those made by his heroes Jack London and John Muir. In the Mojave Desert he abandoned his car, stripped it of its license plates, and burned all of his cash. He would give himself a new name, Alexander Supertramp, and , unencumbered by money and belongings, he would be free to wallow in the raw, unfiltered experiences that nature presented. Craving a blank spot on the map, McCandless simply threw the maps away. Leaving behind his desperate parents and sister, he vanished into the wild. ...more",5,Books,£56.70,£56.70,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/de/c9/dec9168a8a3876b60feedb68aeb0225b.jpg,https://books.toscrape.com/catalogue/into-the-wild_177/index.html
Inferno (Robert Langdon #4),Fiction,6c4646d90b60a56c,"In his international blockbusters The Da Vinci Code, Angels & Demons, and The Lost Symbol, Dan Brown masterfully fused history, art, codes, and symbols. In this riveting new thriller, Brown returns to his element and has crafted his highest-stakes novel to date.In the heart of Italy, Harvard professor of symbology Robert Langdon is drawn into a harrowing world centered In his international blockbusters The Da Vinci Code, Angels & Demons, and The Lost Symbol, Dan Brown masterfully fused history, art, codes, and symbols. In this riveting new thriller, Brown returns to his element and has crafted his highest-stakes novel to date.In the heart of Italy, Harvard professor of symbology Robert Langdon is drawn into a harrowing world centered on one of history’s most enduring and mysterious literary masterpieces . . . Dante’s Inferno.Against this backdrop, Langdon battles a chilling adversary and grapples with an ingenious riddle that pulls him into a landscape of classic art, secret passageways, and futuristic science. Drawing from Dante’s dark epic poem, Langdon races to find answers and decide whom to trust . . . before the world is irrevocably altered. ...more",5,Books,£41.00,£41.00,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/ec/15/ec15a39e6f193636635f20a7354b08f6.jpg,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,d8292cd5f1aca291,"The time is 1933, the place, Berlin, when William E. Dodd becomes America’s first ambassador to Hitler’s Germany in a year that proved to be a turning point in history.A mild-mannered professor from Chicago, Dodd brings along his wife, son, and flamboyant daughter, Martha. At first Martha is entranced by the parties and pomp, and the handsome young men of the Third Reich w The time is 1933, the place, Berlin, when William E. Dodd becomes America’s first ambassador to Hitler’s Germany in a year that proved to be a turning point in history. A mild-mannered professor from Chicago, Dodd brings along his wife, son, and flamboyant daughter, Martha. At first Martha is entranced by the parties and pomp, and the handsome young men of the Third Reich with their infectious enthusiasm for restoring Germany to a position of world prominence. Enamored of the “New Germany,” she has one affair after another, including with the suprisingly honorable first chief of the Gestapo, Rudolf Diels. But as evidence of Jewish persecution mounts, confirmed by chilling first-person testimony, her father telegraphs his concerns to a largely indifferent State Department back home. Dodd watches with alarm as Jews are attacked, the press is censored, and drafts of frightening new laws begin to circulate. As that first year unfolds and the shadows deepen, the Dodds experience days full of excitement, intrigue, romance—and ultimately, horror, when a climactic spasm of violence and murder reveals Hitler’s true character and ruthless ambition. Suffused with the tense atmosphere of the period, and with unforgettable portraits of the bizarre Göring and the expectedly charming--yet wholly sinister--Goebbels, In the Garden of Beasts lends a stunning, eyewitness perspective on events as they unfold in real time, revealing an era of surprising nuance and complexity. The result is a dazzling, addictively readable work that speaks volumes about why the world did not recognize the grave threat posed by Hitler until Berlin, and Europe, were awash in blood and terror. ...more",3,Books,£28.85,£28.85,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/b5/a2/b5a295c15ac586c6daa84e6e20f47b06.jpg,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html
If I Run (If I Run #1),Christian Fiction,61569d12d4ae7161,"Casey knows the truth.But it won’t set her free.Casey Cox’s DNA is all over the crime scene. There’s no use talking to police; they have failed her abysmally before. She has to flee before she’s arrested . . . or worse. The truth doesn’t matter anymore.But what is the truth? That’s the question haunting Dylan Roberts, the war-weary veteran hired to find Casey. PTSD has mar Casey knows the truth.But it won’t set her free.Casey Cox’s DNA is all over the crime scene. There’s no use talking to police; they have failed her abysmally before. She has to flee before she’s arrested . . . or worse. The truth doesn’t matter anymore.But what is the truth? That’s the question haunting Dylan Roberts, the war-weary veteran hired to find Casey. PTSD has marked him damaged goods, but bringing Casey back can redeem him. Though the crime scene seems to tell the whole story, details of the murder aren’t adding up. Casey Cox doesn’t fit the profile of a killer. But are Dylan’s skewed perceptions keeping him from being objective? If she isn’t guilty, why did she run?Unraveling her past and the evidence that condemns her will take more time than he has, but as Dylan’s damaged soul intersects with hers, he is faced with two choices. The girl who occupies his every thought is a psychopathic killer . . . or a selfless hero. And the truth could be the most deadly weapon yet. ...more",4,Books,£49.97,£49.97,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/54/17/54179d9af49616b1ef35a0bb23294b14.jpg,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
I've Got Your Number,Womens Fiction,6b32b561dab8036c,"I’ve lost it. :( The only thing in the world I wasn’t supposed to lose. My engagement ring. It’s been in Magnus’s family for three generations. And now the very same day his parents are coming, I’ve lost it. The very same day! Do not hyperventilate, Poppy. Stay positive :) !! Poppy Wyatt has never felt luckier. She is about to marry her ideal man, Magnus Tavish, but in on I’ve lost it. :( The only thing in the world I wasn’t supposed to lose. My engagement ring. It’s been in Magnus’s family for three generations. And now the very same day his parents are coming, I’ve lost it. The very same day! Do not hyperventilate, Poppy. Stay positive :) !!   Poppy Wyatt has never felt luckier. She is about to marry her ideal man, Magnus Tavish, but in one afternoon her “happily ever after” begins to fall apart. Not only has she lost her engagement ring in a hotel fire drill but in the panic that follows, her phone is stolen. As she paces shakily around the lobby, she spots an abandoned phone in a trash can. Finders keepers! Now she can leave a number for the hotel to contact her when they find her ring. Perfect!   Well, perfect except that the phone’s owner, businessman Sam Roxton, doesn’t agree. He wants his phone back and doesn’t appreciate Poppy reading his messages and wading into his personal life.   What ensues is a hilarious and unpredictable turn of events as Poppy and Sam increasingly upend each other’s lives through emails and text messages. As Poppy juggles wedding preparations, mysterious phone calls, and hiding her left hand from Magnus and his parents . . . she soon realizes that she is in for the biggest surprise of her life. ...more",1,Books,£19.69,£19.69,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/3d/40/3d407a69fe55223fb4cfec577a9a8ee2.jpg,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,8010c7c148057fd3,"I come from a country that was created at midnight. When I almost died it was just after midday.When the Taliban took control of the Swat Valley in Pakistan, one girl spoke out. Malala Yousafzai refused to be silenced and fought for her right to an education.On Tuesday, October 9, 2012, when she was fifteen, she almost paid the ultimate price. She was shot in the head at p I come from a country that was created at midnight. When I almost died it was just after midday.When the Taliban took control of the Swat Valley in Pakistan, one girl spoke out. Malala Yousafzai refused to be silenced and fought for her right to an education.On Tuesday, October 9, 2012, when she was fifteen, she almost paid the ultimate price. She was shot in the head at point-blank range while riding the bus home from school, and few expected her to survive. Instead, Malala's miraculous recovery has taken her on an extraordinary journey from a remote valley in northern Pakistan to the halls of the United Nations in New York. At sixteen, she has become a global symbol of peaceful protest and the youngest-ever Nobel Peace Prize laureate.I Am Malala is the remarkable tale of a family uprooted by global terrorism, of the fight for girls' education, of a father who, himself a school owner, championed and encouraged his daughter to write and attend school, and of brave parents who have a fierce love for their daughter in a society that prizes sons.I Am Malala will make you believe in the power of one person's voice to inspire change in the world. ...more",2,Books,£28.88,£28.88,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/69/07/69077c48327b2702f44adc035fcc1ce4.jpg,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,6c4d17a46cac8787,"The instant New York Times and USA Today bestsellerHungry Girl Clean & Hungry: Healthy Recipes for Clean Eating in the Real WorldComplete with full-color photos of EVERY recipe, Hungry Girl Clean & Hungry combines the best of Hungry Girl with the best of clean eating. The food is still guilt-free, and the portions are still huge...but now Lisa Lillien is highlighti The instant New York Times and USA Today bestsellerHungry Girl Clean & Hungry: Healthy Recipes for Clean Eating in the Real WorldComplete with full-color photos of EVERY recipe, Hungry Girl Clean & Hungry combines the best of Hungry Girl with the best of clean eating. The food is still guilt-free, and the portions are still huge...but now Lisa Lillien is highlighting CLEAN ingredients and doing away with artificial and processed foods. This book gives mainstream America delicious, satisfying, and clean recipes, using healthy ingredients found in supermarkets everywhere. The best part? The recipes are so easy, anyone can make 'em!Featuring...90 vegetarian recipes108 gluten-free recipes56 recipes in 30 minutes or less43 recipes with 5 ingredients or lessRecipes like...PB&J Waffles (203 calories)BBQ Meatloaf (196 calories)Hawaiian Shrimp Fried Rice with Pineapple (229 calories)Fudgy Flourless Chocolate Cake (100 calories)Finally... a real-world (and DELICIOUS) approach to clean eating! ...more",3,Books,£33.14,£33.14,£0.00,In stock (3 available),0,https://books.toscrape.com/media/cache/54/63/54630f76b730d2d00dc8d75921992af2.jpg,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
