Название,Категория,UPC (Айди),Описание,Рейтинг,Тип продукта,Цена без налога,Цена с налогом:,Налог,Наличие,Кол-во отзывов,Картинка,Ссылка
Far From True (Promise Falls Trilogy #2),Thriller,ad15a9a139919918,"New York Times and #1 international bestselling author Linwood Barclay delivers the second spine-chilling thriller set in the troubled town of Promise Falls, following the electrifying cliffhanger ending of Broken Promise... After the screen of a run-down drive-in movie theater collapses and kills fourpeople, the daughter of one of the victims asks private investigator Ca New York Times and #1 international bestselling author Linwood Barclay delivers the second spine-chilling thriller set in the troubled town of Promise Falls, following the electrifying cliffhanger ending of Broken Promise...   After the screen of a run-down drive-in movie theater collapses and kills four people, the daughter of one of the victims asks private investigator Cal Weaver to look into a recent break-in at her father’s house. Cal discovers a hidden basement room where it’s clear that salacious activities have taken place—as well as evidence of missing DVDs. But his investigation soon becomes more complicated when he realizes it may not be discs the thief was actually interested in....   Meanwhile, Detective Barry Duckworth is still trying to solve two murders—one of which is three years old—he believes are connected, since each featured a similar distinctive wound.   As the lies begin to unravel, Cal is headed straight into the heart of a dark secret as his search uncovers more startling truths about Promise Falls. And when yet another murder happens, Cal and Barry are both driven to pursue their investigations, no matter where they lead. Evil deeds long thought buried are about to haunt the residents of this town—as the sins of the past and present collide with terrifying results. ...more",2,Books,£34.93,£34.93,£0.00,In stock (4 available),0,https://books.toscrape.com/media/cache/9c/aa/9caacda3ff43984447ee22712e7e9ca9.jpg,https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html
Dark Lover (Black Dagger Brotherhood #1),Romance,2b69d289279aabfd,"Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 In the shadows of the night in Caldwell, New York, there's a deadly turf war going on between vampires and their slayers. There exists a secret band of brothers like no other-six vampire warriors, defenders of their race. Yet none of them relishes killing more than Wrath, the leader of The Black Dagger Brotherh Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 In the shadows of the night in Caldwell, New York, there's a deadly turf war going on between vampires and their slayers. There exists a secret band of brothers like no other-six vampire warriors, defenders of their race. Yet none of them relishes killing more than Wrath, the leader of The Black Dagger Brotherhood.The only purebred vampire left on earth, Wrath has a score to settle with the slayers who murdered his parents centuries ago. But, when one of his most trusted fighters is killed-leaving his half-breed daughter unaware of his existence or her fate-Wrath must usher her into the world of the undead-a world of sensuality beyond her wildest dreams.Also see: Alternate Cover Editions for this ISBN [ACE] ACE #1 ...more",1,Books,£12.87,£12.87,£0.00,In stock (4 available),0,https://books.toscrape.com/media/cache/d8/bd/d8bdea8d4e7db9af8e0cb1b36db448d2.jpg,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html
Confessions of a Shopaholic (Shopaholic #1),Default,a2dc754afb69bb32,"MEET BECKY BLOOMWOOD, AN IRRESISTIBLE HEROINE WITH A BIG HEART, BIG DREAMS --- AND JUST ONE LITTLE WEAKNESS ...Becky Bloomwood has what most twenty-five-year-olds only dream of: a flat in London's trendiest neighborhood, a troupe of glamorous socialite friends, and a closet brimming with the season's must-haves. The only trouble is, she can't actually afford it --- not any MEET BECKY BLOOMWOOD, AN IRRESISTIBLE HEROINE WITH A BIG HEART, BIG DREAMS --- AND JUST ONE LITTLE WEAKNESS ...Becky Bloomwood has what most twenty-five-year-olds only dream of: a flat in London's trendiest neighborhood, a troupe of glamorous socialite friends, and a closet brimming with the season's must-haves. The only trouble is, she can't actually afford it --- not any of it. Her job writing at Successful Saving magazine not only bores her to tears, it doesn't pay much at all. Still, how can she resist that perfect pair of shoes? Or the divine silk blouse in the window of that ultra-trendy boutique? But lately Becky's been chased by dismal letters from Visa and the Endwich Bank --- letters with large red sums she can't bear to read --- and they're getting ever harder to ignore. She tries cutting back; she even tries making more money. But none of her efforts succeeds. Her only consolation is to buy herself something ... just a little something ...Finally, a story arises that Becky actually cares about, and her front-page article catalyzes a chain of events that will transform her life --- and the lives of those around her --- forever. ...more",2,Books,£48.94,£48.94,£0.00,In stock (4 available),0,https://books.toscrape.com/media/cache/02/88/0288939291a11611aacb27925d3c2d19.jpg,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html
Changing the Game (Play by Play #2),Romance,aaebac5fda798b1b,"Most people play by the rules. Gavin and Liz aren't most people....Win at any cost. That's always been the mantra of sports agent Liz Darnell. When she carries things too far and risks losing her number-one client, baseball pro Gavin Riley, Liz realizes that she'll have to work extra innings to win him back. It might not be too much of a stretch. She's had a thing for this Most people play by the rules. Gavin and Liz aren't most people....Win at any cost. That's always been the mantra of sports agent Liz Darnell. When she carries things too far and risks losing her number-one client, baseball pro Gavin Riley, Liz realizes that she'll have to work extra innings to win him back. It might not be too much of a stretch. She's had a thing for this player's moves since she first laid eyes on him, and by the looks of it, he wants her just as bad.Gavin's more than ready—especially when Liz is offering herself as part of the bargain. And as much of her as Gavin wants. For added thrills, he decides to throw a little curve ball Liz's way to see just how far she's truly willing to go to keep him as a client. But when love unexpectedly enters the playing field, neither Liz nor Gavin are ready for the biggest game-changer of them all. ...more",3,Books,£13.38,£13.38,£0.00,In stock (4 available),0,https://books.toscrape.com/media/cache/7a/6a/7a6a89af2f591d86df6f7c65649463db.jpg,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html
Candide,Classics,2798974abc8a58a8,"Brought up in the household of a powerful Baron, Candide is an open-minded young man, whose tutor, Pangloss, has instilled in him the belief that 'all is for the best'. But when his love for the Baron's rosy-cheeked daughter is discovered, Candide is cast out to make his own way in the world. And so he and his various companions begin a breathless tour of Europe, South Ame Brought up in the household of a powerful Baron, Candide is an open-minded young man, whose tutor, Pangloss, has instilled in him the belief that 'all is for the best'. But when his love for the Baron's rosy-cheeked daughter is discovered, Candide is cast out to make his own way in the world. And so he and his various companions begin a breathless tour of Europe, South America and Asia, as an outrageous series of disasters befall them - earthquakes, syphilis, a brush with the Inquisition, murder - sorely testing the young hero's optimism. ...more",3,Books,£58.63,£58.63,£0.00,In stock (4 available),0,https://books.toscrape.com/media/cache/e7/7d/e77d917c495e649216225bd47e006482.jpg,https://books.toscrape.com/catalogue/candide_316/index.html
Can You Keep a Secret?,Womens Fiction,0812f54c93d726ce,"Meet Emma Corrigan, a young woman with a huge heart, an irrepressible spirit, and a few little secrets: Secrets from her boyfriend: I've always thought Connor looks a bit like Ken. As in Barbie and Ken. Secrets from her mother: I lost my virginity in the spare bedroom with Danny Nussbaum while Mum and Dad were downstairs watching Ben-Hur. Secrets she wouldn't share with an Meet Emma Corrigan, a young woman with a huge heart, an irrepressible spirit, and a few little secrets: Secrets from her boyfriend: I've always thought Connor looks a bit like Ken. As in Barbie and Ken. Secrets from her mother: I lost my virginity in the spare bedroom with Danny Nussbaum while Mum and Dad were downstairs watching Ben-Hur. Secrets she wouldn't share with anyone in the world: I have no idea what NATO stands for. Or even what it is. Until she spills them all to a handsome stranger on a plane. At least, she thought he was a stranger.…Until Emma comes face-to-face with Jack Harper, the company's elusive CEO, a man who knows every single humiliating detail about her... ...more",1,Books,£21.94,£21.94,£0.00,In stock (4 available),0,https://books.toscrape.com/media/cache/e1/24/e124fe015a3ffa6857eb35c39e89cd61.jpg,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html
Atlas Shrugged,Fiction,78a4ac98191ac675,"This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer This is the story of a man who said that he would stop the motor of the world and did. Was he a destroyer or the greatest of liberators?Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the characters in this story. Tremendous in its scope, this novel presents an astounding panorama of human life — from the productive genius who becomes a worthless playboy — to the great steel industrialist who does not know that he is working for his own destruction — to the philosopher who becomes a pirate — to the composer who gives up his career on the night of his triumph — to the woman who runs a transcontinental railroad — to the lowest track worker in her Terminal tunnels. You must be prepared, when you read this novel, to check every premise at the root of your convictions.This is a mystery story, not about the murder — and rebirth — of man’s spirit. It is a philosophical revolution, told in the form of an action thriller of violent events, a ruthlessly brilliant plot structure and an irresistible suspense. Do you say this is impossible? Well, that is the first of your premises to check. ...more",5,Books,£26.58,£26.58,£0.00,In stock (4 available),0,https://books.toscrape.com/media/cache/9d/3c/9d3c5430a627260e4a8c9ca02c8a8924.jpg,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html
Animal Farm,Classics,1451b55e5e56bb89,"Tired of their servitude to man, a group of farm animals revolt and establish their own society, only to be betrayed into worse servitude by their leaders, the pigs, whose slogan becomes: ""All animals are equal, but some animals are more equal than others."" This 1945 satire addresses the socialist/communist philosophy of Stalin in the Soviet Union.",3,Books,£57.22,£57.22,£0.00,In stock (4 available),0,https://books.toscrape.com/media/cache/73/b9/73b9d68a89e6d037f1afdc70f96bad09.jpg,https://books.toscrape.com/catalogue/animal-farm_313/index.html
A Walk to Remember,Romance,aead11697d14ea36,"Every April, when the wind blows from the sea and mingles with the scent of lilacs, Landon Carter remembers his last year at Beaufort High. It was 1958, and Landon had already dated a girl or two. He even swore that he had once been in love. Certainly the last person in town he thought he'd fall for was Jamie Sullivan, the daughter of the town's Baptist minister. A quiet g Every April, when the wind blows from the sea and mingles with the scent of lilacs, Landon Carter remembers his last year at Beaufort High. It was 1958, and Landon had already dated a girl or two. He even swore that he had once been in love. Certainly the last person in town he thought he'd fall for was Jamie Sullivan, the daughter of the town's Baptist minister. A quiet girl who always carried a Bible with her schoolbooks, Jamie seemed content living in a world apart from the other teens. She took care of her widowed father, rescued hurt animals, and helped out at the local orphanage. No boy had ever asked her out. Landon would never have dreamed of it. Then a twist of fate made Jamie his partner for the homecoming dance, and Landon Carter's life would never be the same. Being with Jamie would show him the depths of the human heart and lead him to a decision so stunning it would send him irrevocably on the road to manhood...Did You Know?-That Jamie was named after Nicholas's editor, Jamie Raab?That Landon is the name of his third son?That Nicholas Sparks recorded his own reading for the audio version of the novel? ...more",1,Books,£56.43,£56.43,£0.00,In stock (4 available),0,https://books.toscrape.com/media/cache/fe/a9/fea9278c15f5ad41f5d478196cf4132d.jpg,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html
A New Earth: Awakening to Your Life's Purpose,Spirituality,f6ae39568db1130e,"The highly anticipated follow-up to the 2,000,000 copy bestselling inspirational book, ""The Power of Now"" With his bestselling spiritual guide ""The Power of Now,"" Eckhart Tolle inspired millions of readers to discover the freedom and joy of a life lived ?in the now.? In ""A New Earth,"" Tolle expands on these powerful ideas to show how transcending our ego-based state of co The highly anticipated follow-up to the 2,000,000 copy bestselling inspirational book, ""The Power of Now"" With his bestselling spiritual guide ""The Power of Now,"" Eckhart Tolle inspired millions of readers to discover the freedom and joy of a life lived ?in the now.? In ""A New Earth,"" Tolle expands on these powerful ideas to show how transcending our ego-based state of consciousness is not only essential to personal happiness, but also the key to ending conflict and suffering throughout the world. Tolle describes how our attachment to the ego creates the dysfunction that leads to anger, jealousy, and unhappiness, and shows readers how to awaken to a new state of consciousness and follow the path to a truly fulfilling existence. ""The Power of Now"" was a question-and-answer handbook. ""A New Earth"" has been written as a traditional narrative, offering anecdotes and philosophies in a way that is accessible to all. Illuminating, enlightening, and uplifting, ""A New Earth"" is a profoundly spiritual manifesto for a better way of life?and for building a better world. ...more",5,Books,£55.65,£55.65,£0.00,In stock (4 available),0,https://books.toscrape.com/media/cache/13/1b/131bca3895aa2892f400020cd939cd42.jpg,https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html
