Название,Категория,UPC (Айди),Описание,Рейтинг,Тип продукта,Цена без налога,Цена с налогом:,Налог,Наличие,Кол-во отзывов,Картинка,Ссылка
Nightstruck: A Novel,Young Adult,746029796363aa51,"It starts with a cry in the night.Becket, walking her dog one winter evening, fears it’s an abandoned baby left out in the cold. But it is something else—something evil—and it tricks Becket into opening a doorway to another realm, letting a darkness into our world, a corruption that begins transforming Philadelphia into a sinister and menacing version of itself…but only at It starts with a cry in the night.Becket, walking her dog one winter evening, fears it’s an abandoned baby left out in the cold. But it is something else—something evil—and it tricks Becket into opening a doorway to another realm, letting a darkness into our world, a corruption that begins transforming Philadelphia into a sinister and menacing version of itself…but only at night.The changes are subtle at first, causing Becket to doubt her senses and her sanity. But soon the nightmarish truth is impossible to deny: By day, the city is just a city, but at night it literally comes alive with malevolent purpose. Brick and steel become bone, streetlights turn into gallows, and hungry alleys wait to snare mortal victims. Terrified citizens huddle indoors after dusk, as others succumb to the siren song of the night, letting their darker sides run wild.Once, Becket’s biggest problems were living up to her police commissioner father’s high expectations and a secret crush on her best friend’s boyfriend. Now she must find a way to survive and protect her loved ones…before the darkness takes her as well. ...more",4,Books,£50.35,£50.35,£0.00,In stock (7 available),0,https://books.toscrape.com/media/cache/cb/da/cbda49820de480220af3dff2d30c689a.jpg,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,924438fc6cbec836,"When you're hungry for a filling meal, it's easy to go for the unhealthy stuff. Many times, even gluten-free and vegan cuisines can be loaded with sneaky fillers and not-so-good-for-you ingredients. Allyson Kramer proves that low-cal doesn't have to mean low-satisfaction; these gluten-free, plant-based recipes are high in nutrients, have less than 300 calories per serving— When you're hungry for a filling meal, it's easy to go for the unhealthy stuff. Many times, even gluten-free and vegan cuisines can be loaded with sneaky fillers and not-so-good-for-you ingredients. Allyson Kramer proves that low-cal doesn't have to mean low-satisfaction; these gluten-free, plant-based recipes are high in nutrients, have less than 300 calories per serving—and they taste amazing. Dig into Cheesy BBQ Kale Chips, Cinnamon Plum Streusel, Avocado Chick'n Salad, and so much more. There are no fillers, no added or refined sugars, and no processed ingredients you can't pronounce. Whether it's breakfast, lunch, snacks, small plates, entrees, or beverages, you'll find a hearty, healthy recipe for every craving.   ...more",5,Books,£11.38,£11.38,£0.00,In stock (7 available),0,https://books.toscrape.com/media/cache/5b/46/5b466903acc905deb89019c0407848c4.jpg,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
Meternity,Womens Fiction,725cd8d23d78cdca,"The novel your book club must discuss!Meghann Foye was interviewed on The TODAY Show and The View regarding her new book Meternity.""A fresh, contemporary take on love and work, marriage and motherhood, Meternity is guaranteed to surprise and delight!"" â""Emily Giffin, #1 New York Times bestselling author of Something Borrowed and First Comes LoveLike everyone in New York me The novel your book club must discuss!Meghann Foye was interviewed on The TODAY Show and The View regarding her new book Meternity.""A fresh, contemporary take on love and work, marriage and motherhood, Meternity is guaranteed to surprise and delight!"" â€""Emily Giffin, #1 New York Times bestselling author of Something Borrowed and First Comes LoveLike everyone in New York media, editor Liz Buckley runs on cupcakes, caffeine and cocktails. But at thirty-one, she's plateaued at Paddy Cakes, a glossy baby magazine that flogs thousand-dollar strollers to entitled, hypercompetitive spawn-havers.Liz has spent years working a gazillion hours a week picking up the slack for coworkers with kids, and she's tired of it. So one day when her stress-related nausea is mistaken for morning sickness by her bossesâ€""boom! Liz is promoted to the mommy track. She decides to run with it and plans to use her paid time off to figure out her life: work, love and otherwise. It'll be her ""meternity"" leave.By day, Liz rocks a foam-rubber belly under fab maternity outfits. By night, she dumps the bump for karaoke nights and boozy dinners out. But how long can she keep up her charadeâ€¦and hide it from the guy who might just be The One?As her ""due date"" approaches, Liz is exhaustedâ€""and exhilaratedâ€""by the ruse, the guilt and the feelings brought on by a totally fictional belly-tenantâ€¦about happiness, success, family and the nature of love. ...more",3,Books,£43.58,£43.58,£0.00,In stock (7 available),0,https://books.toscrape.com/media/cache/e3/33/e33394096291284ed1f80c5b13c4e1f3.jpg,https://books.toscrape.com/catalogue/meternity_478/index.html
Memoirs of a Geisha,Fiction,dac4b5847454fd9b,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most pow A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable. ...more",3,Books,£49.67,£49.67,£0.00,In stock (7 available),0,https://books.toscrape.com/media/cache/5e/4b/5e4b5ef50c54f173456606e70719cc84.jpg,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
Like Never Before (Walker Family #2),Christian Fiction,b6670507e85b30e6,"Maple Valley became Amelia Bentley's haven after her heart and her dreams of a family were shattered. But her new life as a newspaper editor is shaken when the small-town paper is in danger of closing. Her one hope: A lead on an intriguing story that just might impress the new publisher...if only she new who he was.After his biggest campaign success yet, widowed speechwrit Maple Valley became Amelia Bentley's haven after her heart and her dreams of a family were shattered. But her new life as a newspaper editor is shaken when the small-town paper is in danger of closing. Her one hope: A lead on an intriguing story that just might impress the new publisher...if only she new who he was.After his biggest campaign success yet, widowed speechwriter Logan Walker now has the chance of a lifetime--a spot on a presidential campaign. But his plans are interrupted when he finds out he's inherited his hometown newspaper. He travels home intent on selling the paper and spending some much-needed time with his young daughter before making the leap into national politics.But instead of a quick sale and peaceful break from his hectic career, Logan finds himself helping Amelia chase her story. She's scrappy, but wounded. He's dependable, but lost. They may butt heads more than expected, but a series of leads on Maple Valley's quirky unsolved mystery is just the start of the sparks that fly in the office and in their hearts. ...more",2,Books,£28.77,£28.77,£0.00,In stock (7 available),0,https://books.toscrape.com/media/cache/1b/38/1b3825668326e82038ba33bca646e0f3.jpg,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
Life of Pi,Default,40cdcbb7692fd408,"Life of Pi is a fantasy adventure novel by Yann Martel published in 2001. The protagonist, Piscine Molitor ""Pi"" Patel, a Tamil boy from Pondicherry, explores issues of spirituality and practicality from an early age. He survives 227 days after a shipwreck while stranded on a boat in the Pacific Ocean with a Bengal tiger named Richard Parker.",4,Books,£13.22,£13.22,£0.00,In stock (7 available),0,https://books.toscrape.com/media/cache/24/10/2410311e3603f15637eccedd14ba1130.jpg,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
Leave This Song Behind: Teen Poetry at Its Best,Poetry,b74ee891e2a6dd69,"It's been 10 years since the last book in the ""Teen Ink"" series"" Written in the Dirt ""was published. Now, a whole new batch of teen writers has emerged with their own unique voices. ""Leave This Song Behind"" features the best poetry submitted by those writers to ""Teen Ink"" over the last five years. The pieces in this book were chosen because they were so powerful that they It's been 10 years since the last book in the ""Teen Ink"" series"" Written in the Dirt ""was published. Now, a whole new batch of teen writers has emerged with their own unique voices. ""Leave This Song Behind"" features the best poetry submitted by those writers to ""Teen Ink"" over the last five years. The pieces in this book were chosen because they were so powerful that they stood out from the rest. ""Teen Ink"" editors took a deep look into each poem's strengths then divided ""Leave This Song Behind"" into seven sections based on the poetic techniques or qualities that moved them most. Vivid sensory details made some poems shine; others caught their attention with simple, sparse language. Still others were chosen because of their thoughtful use of form; compelling stories; strong figurative language; unexpected connections and wit; and fresh writing about familiar topics.Dig in and let these brave young voices capture your heart and mind with their passion, their pain, and their amazing poetry! ...more",5,Books,£51.17,£51.17,£0.00,In stock (7 available),0,https://books.toscrape.com/media/cache/5e/ca/5eca840ed2d6f0f0d2f795922cb76741.jpg,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
King's Folly (The Kinsman Chronicles #1),Fantasy,4c82371b8cd02d4d,"The gods are angry.Volcanic eruptions, sinkholes, ground shakers--everything points to their unhappiness. At least that is what the king of Armania believes. His son, Prince Wilek, thinks his father's superstitions are nonsense, though he remains the ever dutiful heir apparent to the throne.When a messenger arrives and claims that the town of Farway has been swallowed by t The gods are angry.Volcanic eruptions, sinkholes, ground shakers--everything points to their unhappiness. At least that is what the king of Armania believes. His son, Prince Wilek, thinks his father's superstitions are nonsense, though he remains the ever dutiful heir apparent to the throne.When a messenger arrives and claims that the town of Farway has been swallowed by the earth, the king sends Wilek to investigate. But what Wilek discovers is more cataclysmic than one lost city. Even as the ground shifts beneath his feet, Wilek sets out on a desperate journey to save his people and his world. But can he do it before the entire land crumbles? ...more",5,Books,£39.61,£39.61,£0.00,In stock (7 available),0,https://books.toscrape.com/media/cache/fc/17/fc17b4149d87d9ee714dde082ede0ee9.jpg,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
John Adams,Add a comment,68407606544d6f22,"In this powerful, epic biography, David McCullough unfolds the adventurous life-journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot -- ""the colossus of independence,"" as Thomas Jefferson called him -- who spared nothing in his zeal for the American Revolution; who rose to become the second President of the United States In this powerful, epic biography, David McCullough unfolds the adventurous life-journey of John Adams, the brilliant, fiercely independent, often irascible, always honest Yankee patriot -- ""the colossus of independence,"" as Thomas Jefferson called him -- who spared nothing in his zeal for the American Revolution; who rose to become the second President of the United States and saved the country from blundering into an unnecessary war; who was learned beyond all but a few and regarded by some as ""out of his senses""; and whose marriage to the wise and valiant Abigail Adams is one of the moving love stories in American history. Like his masterly, Pulitzer Prize-winning biography Truman, David McCullough's John Adams has the sweep and vitality of a great novel. It is both a riveting portrait of an abundantly human man and a vivid evocation of his time, much of it drawn from an outstanding collection of Adams family letters and diaries. In particular, the more than one thousand surviving letters between John and Abigail Adams, nearly half of which have never been published, provide extraordinary access to their private lives and make it possible to know John Adams as no other major American of his founding era. As he has with stunning effect in his previous books, McCullough tells the story from within -- from the point of view of the amazing eighteenth century and of those who, caught up in events, had no sure way of knowing how things would turn out. George Washington, Benjamin Franklin, John Jay, the British spy Edward Bancroft, Madame Lafayette and Jefferson's Paris ""interest"" Maria Cosway, Alexander Hamilton, James Madison, the scandalmonger James Callender, Sally Hemings, John Marshall, Talleyrand, and Aaron Burr all figure in this panoramic chronicle, as does, importantly, John Quincy Adams, the adored son whom Adams would live to see become President. Crucial to the story, as it was to history, is the relationship between Adams and Jefferson, born opposites -- one a Massachusetts farmer's son, the other a Virginia aristocrat and slaveholder, one short and stout, the other tall and spare. Adams embraced conflict; Jefferson avoided it. Adams had great humor; Jefferson, very little. But they were alike in their devotion to their country. At first they were ardent co-revolutionaries, then fellow diplomats and close friends. With the advent of the two political parties, they became archrivals, even enemies, in the intense struggle for the presidency in 1800, perhaps the most vicious election in history. Then, amazingly, they became friends again, and ultimately, incredibly, they died on the same day -- their day of days -- July 4, in the year 1826. Much about John Adams's life will come as a surprise to many readers. His courageous voyage on the frigate Boston in the winter of 1778 and his later trek over the Pyrenees are exploits that few would have dared and that few readers will ever forget. It is a life encompassing a huge arc -- Adams lived longer than any president. The story ranges from the Boston Massacre to Philadelphia in 1776 to the Versailles of Louis XVI, from Spain to Amsterdam, from the Court of St. James's, where Adams was the first American to stand before King George III as a representative of the new nation, to the raw, half-finished Capital by the Potomac, where Adams was the first President to occupy the White House. This is history on a grand scale -- a book about politics and war and social issues, but also about human nature, love, religious faith, virtue, ambition, friendship and betrayal, and the far-reaching consequences of noble ideas. Above all, John Adams is an enthralling, often surprising story of one of the most important and fascinating Americans who ever lived. ...more",4,Books,£57.43,£57.43,£0.00,In stock (7 available),0,https://books.toscrape.com/media/cache/fd/5f/fd5f36fce14114f5b982e1e69d9a2f69.jpg,https://books.toscrape.com/catalogue/john-adams_472/index.html
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,2a9fcb3382d351c8,"The ultimate one-stop vegetarian cookbook-from the author of the classic How to Cook EverythingHailed as ""a more hip Joy of Cooking"" by the Washington Post, Mark Bittman's award-winning book How to Cook Everything has become the bible for a new generation of home cooks, and the series has more than 1 million copies in print. Now, with How to Cook Everything: Vegetarian, Bi The ultimate one-stop vegetarian cookbook-from the author of the classic How to Cook EverythingHailed as ""a more hip Joy of Cooking"" by the Washington Post, Mark Bittman's award-winning book How to Cook Everything has become the bible for a new generation of home cooks, and the series has more than 1 million copies in print. Now, with How to Cook Everything: Vegetarian, Bittman has written the definitive guide to meatless meals-a book that will appeal to everyone who wants to cook simple but delicious meatless dishes, from health-conscious omnivores to passionate vegetarians.How to Cook Everything: Vegetarian includes more than 2,000 recipes and variations-far more than any other vegetarian cookbook. As always, Bittman's recipes are refreshingly straightforward, resolutely unfussy, and unfailingly delicious-producing dishes that home cooks can prepare with ease and serve with confidence. The book covers the whole spectrum of meatless cooking-including salads, soups, eggs and dairy, vegetables and fruit, pasta, grains, legumes, tofu and other meat substitutes, breads, condiments, desserts, and beverages. Special icons identify recipes that can be made in 30 minutes or less and in advance, as well as those that are vegan. Illustrated throughout with handsome line illustrations and brimming with Bittman's lucid, opinionated advice on everything from selecting vegetables to preparing pad Thai, How to Cook Everything: Vegetarian truly makes meatless cooking more accessible than ever.Praise for How to Cook Everything Vegetarian""Mark Bittman's category lock on definitive, massive food tomes continues with this well-thought-out ode to the garden and beyond. Combining deep research, tasty information, and delicious easy-to-cook recipes is Mark's forte and everything I want to cook is in here, from chickpea fries to cheese soufflés.""—Mario Batali, chef, author, and entrepreneur""How do you make an avid meat eater (like me) fall in love with vegetarian cooking? Make Mark Bittman's How to Cook Everything Vegetarian part of your culinary library.""—Bobby Flay, chef/owner of Mesa Grill and Bar Americain and author of the Mesa Grill Cookbook""Recipes that taste this good aren't supposed to be so healthy. Mark Bittman makes being a vegetarian fun.""—Dr. Mehmet Oz, Professor of Surgery, New York-Presbyterian/Columbia Medical Center and coauthor of You: The Owner's Manual ...more",4,Books,£46.01,£46.01,£0.00,In stock (7 available),0,https://books.toscrape.com/media/cache/ca/5f/ca5f20fe544cc311dd126c60c7aa003e.jpg,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
