Название,Категория,UPC (Айди),Описание,Рейтинг,Тип продукта,Цена без налога,Цена с налогом:,Налог,Наличие,Кол-во отзывов,Картинка,Ссылка
The Power of Habit: Why We Do What We Do in Life and Business,Default,6bdd909329435e80,"A young woman walks into a laboratory. Over the past two years, she has transformed almost every aspect of her life. She has quit smoking, run a marathon, and been promoted at work. The patterns inside her brain, neurologists discover, have fundamentally changed.Marketers at Procter & Gamble study videos of people making their beds. They are desperately trying to figur A young woman walks into a laboratory. Over the past two years, she has transformed almost every aspect of her life. She has quit smoking, run a marathon, and been promoted at work. The patterns inside her brain, neurologists discover, have fundamentally changed. Marketers at Procter & Gamble study videos of people making their beds. They are desperately trying to figure out how to sell a new product called Febreze, on track to be one of the biggest flops in company history. Suddenly, one of them detects a nearly imperceptible pattern—and with a slight shift in advertising, Febreze goes on to earn a billion dollars a year. An untested CEO takes over one of the largest companies in America. His first order of business is attacking a single pattern among his employees—how they approach worker safety—and soon the firm, Alcoa, becomes the top performer in the Dow Jones. What do all these people have in common? They achieved success by focusing on the patterns that shape every aspect of our lives.  They succeeded by transforming habits. In The Power of Habit, award-winning New York Times business reporter Charles Duhigg takes us to the thrilling edge of scientific discoveries that explain why habits exist and how they can be changed. With penetrating intelligence and an ability to distill vast amounts of information into engrossing narratives, Duhigg brings to life a whole new understanding of human nature and its potential for transformation.  Along the way we learn why some people and companies struggle to change, despite years of trying, while others seem to remake themselves overnight. We visit laboratories where neuroscientists explore how habits work and where, exactly, they reside in our brains. We discover how the right habits were crucial to the success of Olympic swimmer Michael Phelps, Starbucks CEO Howard Schultz, and civil-rights hero Martin Luther King, Jr. We go inside Procter & Gamble, Target superstores, Rick Warren’s Saddleback Church, NFL locker rooms, and the nation’s largest hospitals and see how implementing so-called keystone habits can earn billions and mean the difference between failure and success, life and death. At its core, The Power of Habit contains an exhilarating argument: The key to exercising regularly, losing weight, raising exceptional children, becoming more productive, building revolutionary companies and social movements, and achieving success is understanding how habits work.  Habits aren’t destiny. As Charles Duhigg shows, by harnessing this new science, we can transform our businesses, our communities, and our lives. ...more",3,Books,£16.88,£16.88,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/03/be/03beffe578a7839374f7060639ce914d.jpg,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
The Marriage of Opposites,Historical Fiction,52cf2a5933ec5d8f,"From the New York Times bestselling author of The Dovekeepers and The Museum of Extraordinary Things: a forbidden love story set on the tropical island of St. Thomas about the extraordinary woman who gave birth to painter Camille Pissarro; the Father of Impressionism.Growing up on idyllic St. Thomas in the early 1800s, Rachel dreams of life in faraway Paris. Rachel's mothe From the New York Times bestselling author of The Dovekeepers and The Museum of Extraordinary Things: a forbidden love story set on the tropical island of St. Thomas about the extraordinary woman who gave birth to painter Camille Pissarro; the Father of Impressionism.Growing up on idyllic St. Thomas in the early 1800s, Rachel dreams of life in faraway Paris. Rachel's mother, a pillar of their small refugee community of Jews who escaped the Inquisition, has never forgiven her daughter for being a difficult girl who refuses to live by the rules. Growing up, Rachel's salvation is their maid Adelle's belief in her strengths, and her deep, life-long friendship with Jestine, Adelle's daughter. But Rachel's life is not her own. She is married off to a widower with three children to save her father's business. When her husband dies suddenly and his handsome, much younger nephew, Fréderick, arrives from France to settle the estate, Rachel seizes her own life story, beginning a defiant, passionate love affair that sparks a scandal that affects all of her family, including her favorite son, who will become one of the greatest artists of France.Building on the triumphs of The Dovekeepers and The Museum of Extraordinary Things, set in a world of almost unimaginable beauty, The Marriage of Opposites showcases the beloved, bestselling Alice Hoffman at the height of her considerable powers. Once forgotten to history, the marriage of Rachel and Fréderick is a story that is as unforgettable as it is remarkable. ...more",4,Books,£28.08,£28.08,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/33/8e/338e196723f3fb10d5c6990fe54be61d.jpg,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html
The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,4e812d32d64e2431,"Renowned social psychologist and creator of the ""Stanford Prison Experiment,"" Philip Zimbardo explores the mechanisms that make good people do bad things, how moral people can be seduced into acting immorally, and what this says about the line separating good from evil.The Lucifer Effect explains how—and the myriad reasons why—we are all susceptible to the lure of “the dar Renowned social psychologist and creator of the ""Stanford Prison Experiment,"" Philip Zimbardo explores the mechanisms that make good people do bad things, how moral people can be seduced into acting immorally, and what this says about the line separating good from evil.The Lucifer Effect explains how—and the myriad reasons why—we are all susceptible to the lure of “the dark side.” Drawing on examples from history as well as his own trailblazing research, Zimbardo details how situational forces and group dynamics can work in concert to make monsters out of decent men and women. Here, for the first time and in detail, Zimbardo tells the full story of the Stanford Prison Experiment, the landmark study in which a group of college-student volunteers was randomly divided into “guards” and “inmates” and then placed in a mock prison environment. Within a week, the study was abandoned, as ordinary college students were transformed into either brutal, sadistic guards or emotionally broken prisoners. By illuminating the psychological causes behind such disturbing metamorphoses, Zimbardo enables us to better understand a variety of harrowing phenomena, from corporate malfeasance to organized genocide to how once upstanding American soldiers came to abuse and torture Iraqi detainees in Abu Ghraib. He replaces the long-held notion of the “bad apple” with that of the “bad barrel”—the idea that the social setting and the system contaminate the individual, rather than the other way around. ...more",1,Books,£10.40,£10.40,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
The Long Haul (Diary of a Wimpy Kid #9),Humor,f21effc079a2b38a,Greg Heffley and his family hit the road in author-illustrator Jeff Kinney's latest installment of the phenomenally bestselling Diary of a Wimpy Kid series.,1,Books,£44.07,£44.07,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/b1/e6/b1e6c747381261cd6e60ac9d350c4bab.jpg,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
The Loney,Horror,2d88a31f325dfd3b,"If it had another name, I never knew, but the locals called it the Loney - that strange nowhere between the Wyre and the Lune where Hanny and I went every Easter time with Mummer, Farther, Mr and Mrs Belderboss and Father Wilfred, the parish priest.It was impossible to truly know the place. It changed with each influx and retreat, and the neap tides would reveal the skelet If it had another name, I never knew, but the locals called it the Loney - that strange nowhere between the Wyre and the Lune where Hanny and I went every Easter time with Mummer, Farther, Mr and Mrs Belderboss and Father Wilfred, the parish priest.It was impossible to truly know the place. It changed with each influx and retreat, and the neap tides would reveal the skeletons of those who thought they could escape its insidious currents. No one ever went near the water. No one apart from us, that is.I suppose I always knew that what happened there wouldn't stay hidden for ever, no matter how much I wanted it to. No matter how hard I tried to forget... ...more",1,Books,£23.40,£23.40,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/84/cc/84cc7f93a8c6c766a6297a23227e68e8.jpg,https://books.toscrape.com/catalogue/the-loney_756/index.html
The Literature Book (Big Ideas Simply Explained),Nonfiction,4881cc53f6c8892f,"A global look at the greatest works of Eastern and Western literature and the themes that unite them, for students and lovers of literature and reading.The Literature Book is a fascinating journey through the greatest works of world literature, from the Iliad to Don Quixote to The Great Gatsby. Around 100 crystal-clear articles explore landmark novels, short stories, plays A global look at the greatest works of Eastern and Western literature and the themes that unite them, for students and lovers of literature and reading.The Literature Book is a fascinating journey through the greatest works of world literature, from the Iliad to Don Quixote to The Great Gatsby. Around 100 crystal-clear articles explore landmark novels, short stories, plays, and poetry that reinvented the art of writing in their time, whether Ancient Greece, post-classical Europe, or modern-day Korea.As part of DK's award-winning Big Ideas Simply Explained series, The Literature Book uses infographics and images to explain key ideas and themes. Biographies of important authors offer insight into their lives and other writings, and a section on Further Reading details more than 150 additional works to explore.Discover masterpieces from the world's greatest authors, and explore the context, creative history, and literary traditions that influenced each major work of fiction with The Literature Book.Series Overview: Big Ideas Simply Explained series uses creative design and innovative graphics, along with straightforward and engaging writing, to make complex subjects easier to understand. These award-winning books provide just the information needed for students, families, or anyone interested in concise, thought-provoking refreshers on a single subject. ...more",3,Books,£17.43,£17.43,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/b7/95/b79552e4f08ebad6516f6ddefbb7bd92.jpg,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
The Last Mile (Amos Decker #2),Mystery,3bc89353f7e3a3cc,"In his #1 New York Times bestseller Memory Man, David Baldacci introduced the extraordinary detective Amos Decker-the man who can forget nothing. Now, Decker returns in a spectacular new thriller . . . THE LAST MILEConvicted murderer Melvin Mars is counting down the last hours before his execution--for the violent killing of his parents twenty years earlier--when he's gran In his #1 New York Times bestseller Memory Man, David Baldacci introduced the extraordinary detective Amos Decker-the man who can forget nothing. Now, Decker returns in a spectacular new thriller . . . THE LAST MILEConvicted murderer Melvin Mars is counting down the last hours before his execution--for the violent killing of his parents twenty years earlier--when he's granted an unexpected reprieve. Another man has confessed to the crime.Amos Decker, newly hired on an FBI special task force, takes an interest in Mars's case after discovering the striking similarities to his own life: Both men were talented football players with promising careers cut short by tragedy. Both men's families were brutally murdered. And in both cases, another suspect came forward, years after the killing, to confess to the crime. A suspect who may or may not have been telling the truth.The confession has the potential to make Melvin Mars--guilty or not--a free man. Who wants Mars out of prison? And why now?But when a member of Decker's team disappears, it becomes clear that something much larger--and more sinister--than just one convicted criminal's life hangs in the balance. Decker will need all of his extraordinary brainpower to stop an innocent man from being executed. ...more",2,Books,£54.21,£54.21,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/e6/dc/e6dcc8f75214eb14edc1ce09c98f3d71.jpg,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html
The Immortal Life of Henrietta Lacks,Add a comment,f72f61ad6a5f12ed,"Henrietta Lacks, as HeLa, is known to present-day scientists for her cells from cervical cancer. She was a poor Southern tobacco farmer who worked the same land as her slave ancestors, yet her cells were taken without her knowledge and still live decades after her death. Cells descended from her may weigh more than 50M metric tons. HeLa cells were vital for developing the Henrietta Lacks, as HeLa, is known to present-day scientists for her cells from cervical cancer. She was a poor Southern tobacco farmer who worked the same land as her slave ancestors, yet her cells were taken without her knowledge and still live decades after her death. Cells descended from her may weigh more than 50M metric tons. HeLa cells were vital for developing the polio vaccine; uncovered secrets of cancer, viruses, and the atom bomb’s effects; helped lead to important advances like in vitro fertilization, cloning, and gene mapping; and have been bought and sold by the billions. Yet Henrietta Lacks was buried in an unmarked grave.The journey starts in the “colored” ward of Johns Hopkins Hospital in the 1950s, her small, dying hometown of Clover, Virginia — wooden slave quarters, faith healings, and voodoo. Today are stark white laboratories with freezers full of HeLa cells, East Baltimore children and grandchildren live in obscurity, see no profits, and feel violated. The dark history of experimentation on African Americans helped lead to the birth of bioethics, and legal battles over whether we control the stuff we are made of. ...more",2,Books,£40.67,£40.67,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/92/4d/924d855a0ad5774410b0bb7c71afa788.jpg,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
The Hidden Oracle (The Trials of Apollo #1),Fantasy,992974ba6a0536ea,"How do you punish an immortal?By making him human.After angering his father Zeus, the god Apollo is cast down from Olympus. Weak and disorientated, he lands in New York City as a regular teenage boy. Now, without his godly powers, the four-thousand-year-old deity must learn to survive in the modern world until he can somehow find a way to regain Zeus's favour.But Apollo ha How do you punish an immortal?By making him human.After angering his father Zeus, the god Apollo is cast down from Olympus. Weak and disorientated, he lands in New York City as a regular teenage boy. Now, without his godly powers, the four-thousand-year-old deity must learn to survive in the modern world until he can somehow find a way to regain Zeus's favour.But Apollo has many enemies - gods, monsters and mortals who would love to see the former Olympian permanently destroyed. Apollo needs help, and he can think of only one place to go . . . an enclave of modern demigods known as Camp Half-Blood. ...more",2,Books,£52.26,£52.26,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/7c/55/7c550a26f03e12343d0c6b4474b3eb1e.jpg,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,ddc8340dabc8641b,"Struggling to get your kids to eat their fruits and vegetables? Try letting them help themselves!Experts tell us the best way to teach kids healthy eating habits is to involve them in the process. This irresistibe cookbook presents 60 appealing recipes kids will beg to make themselves, in fun and charming illustrations they will love. Bursting with color, humor, cute anima Struggling to get your kids to eat their fruits and vegetables? Try letting them help themselves!Experts tell us the best way to teach kids healthy eating habits is to involve them in the process. This irresistibe cookbook presents 60 appealing recipes kids will beg to make themselves, in fun and charming illustrations they will love. Bursting with color, humor, cute animal characters, and cool facts (Did you know your brain actually shrinks when you’re dehydrated? Drink water, quick!), Help Yourself empowers children to take charge of their own nutrition — for now and for life! Recipes include: fun-to-munch hand-held snacks like Life Boatsbright fruit-flavored drinks like Tickled Pinkthe always-popular things on toast like Leprechaun Trackssalads they will actually eat like Tiger Stripescozy small meals like Tomato Tornadoand sweets like chocolatey Disappearing Dots, because everybody likes candy!Excerpt from the Intro: Since the day you were born, someone has been making you food and serving you meals (that’s the life!). But wait a minute...what’s that on the end of your arm? Why, it’s a hand! And it turns out you need little more than your own two hands and a few ingredients to help yourself to healthy foods...and help the world, while you’re at it! Because from the tip of your nose to the tip of an iceberg, the food we eat affects our bodies, our environment, and even strangers on the other side of the planet. It's amazing but true. ...more",3,Books,£28.77,£28.77,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/bc/eb/bceb609c54f7739682b319a27a5b9783.jpg,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
The Guilty (Will Robie #4),Thriller,847935fc68707426,"Will Robie is the government's most professional, disciplined, and lethal assassin. He infiltrates the most hostile countries in the world, defeats our enemies' advanced security measures, and eliminates threats before they ever reach our shores. But now, his skills have left him. Sent overseas on a critical assignment, he fails, unable to pull the trigger. Absent his tale Will Robie is the government's most professional, disciplined, and lethal assassin. He infiltrates the most hostile countries in the world, defeats our enemies' advanced security measures, and eliminates threats before they ever reach our shores. But now, his skills have left him. Sent overseas on a critical assignment, he fails, unable to pull the trigger. Absent his talents, Robie is a man without a mission, and without a purpose.To recover what he has lost, Robie must confront what he has tried to forget for over twenty years: his own past. THE GUILTY Will Robie escaped his small Gulf Coast hometown of Cantrell, Mississippi after high school, severing all personal ties, and never looked back. Not once. Not until the unimaginable occurs. His father, Dan Robie, has been arrested and charged with murder.Father and son haven't spoken or seen each other since the day Robie left town. In that time, Dan Robie - a local attorney and pillar of the community-has been elected town judge. Despite this, most of Cantrell is aligned against Dan. His guilt is assumed.To make matters worse, Dan has refused to do anything to defend himself. When Robie tries to help, his father responds only with anger and defiance. Could Dan really be guilty?With the equally formidable Jessica Reel at his side, Robie ignores his father's wishes and begins his own desperate investigation into the case. But Robie is now a stranger to his hometown, an outsider, a man who has forsaken his past and his family. His attempts to save his father are met with distrust and skepticism . . . and violence.Unlike the missions Robie undertook in the service of his country, where his target was clearly defined, digging into his father's case only reveals more questions. Robie is drawn into the hidden underside of Cantrell, where he must face the unexpected and possibly deadly consequences of the long-ago choices made by father and son. And this time, there may be no escape for either of them. ...more",2,Books,£13.82,£13.82,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/7f/fd/7ffdc9c4b7bf965990c59460da9b66b7.jpg,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
The First Hostage (J.B. Collins #2),Fiction,a86972014275e072,"“The president of the United States . . . is missing.”With these words, New York Times journalist J. B. Collins, reporting from the scene of a devastating attack by ISIS terrorists in Amman, Jordan, puts the entire world on high alert. The leaders of Israel and Palestine are critically injured, Jordan’s king is fighting for his life, and the U.S. president is missing and p “The president of the United States . . . is missing.”With these words, New York Times journalist J. B. Collins, reporting from the scene of a devastating attack by ISIS terrorists in Amman, Jordan, puts the entire world on high alert. The leaders of Israel and Palestine are critically injured, Jordan’s king is fighting for his life, and the U.S. president is missing and presumed captured.As the U.S. government faces a constitutional crisis and Jordan battles for its very existence, Collins must do his best to keep the world informed while working to convince the FBI that his stories are not responsible for the terror attack on the Jordanian capital. And ISIS still has chemical weapons . . .Struggling to clear his name, Collins and the Secret Service try frantically to locate and rescue the leader of the free world before ISIS’s threats become a catastrophic reality. ...more",3,Books,£25.85,£25.85,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/81/3e/813e1d11126330de52d9368e78d116cc.jpg,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
The Dovekeepers,Add a comment,3d76bc83c6b644c9,"Blends mythology, magic, archaeology and women. Traces four women, their path to the Masada massacre. In 70 CE, nine hundred Jews held out for months against armies of Romans on a mountain in the Judean desert, Masada. According to the ancient historian Josephus, two women and five children survived. Four bold, resourceful, and sensuous women come to Masada by a different Blends mythology, magic, archaeology and women. Traces four women, their path to the Masada massacre. In 70 CE, nine hundred Jews held out for months against armies of Romans on a mountain in the Judean desert, Masada. According to the ancient historian Josephus, two women and five children survived. Four bold, resourceful, and sensuous women come to Masada by a different path. Yael’s mother died in childbirth, and her father never forgave her for that death. Revka, a village baker’s wife, watched the horrifically brutal murder of her daughter by Roman soldiers; she brings to Masada her twin grandsons, rendered mute by their own witness. Aziza is a warrior’s daughter, raised as a boy, a fearless rider and expert marksman, who finds passion with another soldier. Shirah is wise in the ways of ancient magic and medicine, a woman with uncanny insight and power. The four lives intersect in the desperate days of the siege, as the Romans draw near. All are dovekeepers, and all are also keeping secrets — about who they are, where they come from, who fathered them, and whom they love. ...more",1,Books,£48.78,£48.78,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
The Darkest Lie,Young Adult,6edacfd1f8ebb9eb,"“The mother I knew would never do those things.But maybe I never knew her after all.”Clothes, jokes, coded messages…Cecilia Brooks and her mom shared everything. At least, CeCe thought they did. Six months ago, her mom killed herself after accusations of having sex with a student, and CeCe’s been the subject of whispers and taunts ever since. Now, at the start of her high “The mother I knew would never do those things.But maybe I never knew her after all.”Clothes, jokes, coded messages…Cecilia Brooks and her mom shared everything. At least, CeCe thought they did. Six months ago, her mom killed herself after accusations of having sex with a student, and CeCe’s been the subject of whispers and taunts ever since. Now, at the start of her high school senior year, between dealing with her grieving, distracted father, and the social nightmare that has become her life, CeCe just wants to fly under the radar. Instead, she’s volunteering at the school’s crisis hotline—the same place her mother worked.As she counsels troubled strangers, CeCe’s lingering suspicions about her mom’s death surface. With the help of Sam, a new student and newspaper intern, she starts to piece together fragmented clues that point to a twisted secret at the heart of her community. Soon, finding the truth isn’t just a matter of restoring her mother’s reputation, it’s about saving lives—including CeCe’s own… ...more",5,Books,£35.35,£35.35,£0.00,In stock (14 available),0,https://books.toscrape.com/media/cache/3b/6a/3b6ae7b1d7736819f4f44605441e283e.jpg,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
